,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,6,2012-01-01,63,34,49, 0,31,43,16, 0,0727,1742, ,0.0,0.00,29.95,30.47,14.0,36,13.8,2012,1,1
1,6,2012-01-02,60,30,45,-4,27,38,20, 0,0727,1742, ,0.0,0.00,30.09,30.63, 9.0,01,9.3,2012,1,2
2,6,2012-01-03,62,25,44,-5,26,37,21, 0,0727,1743, ,0.0,0.00,29.88,30.48, 5.4,18,5.8,2012,1,3
3,6,2012-01-04,71,31,51, 2,41,45,14, 0,0728,1744,BR,0.0,0.00,29.72,30.28, 0.8,22,4.7,2012,1,4
4,6,2012-01-05,71,38,55, 6,43,50,10, 0,0728,1745, ,0.0,0.00,29.68,30.24, 0.3,25,2.3,2012,1,5
5,6,2012-01-06,75,43,M,M,54,57,M,M,0728,1745,BR,0.0,  T,29.44,29.99,10.6,19,10.8,2012,1,6
6,6,2012-01-07,70,46,58, 9,45,51,7, 0,0728,1746,FG+ BR,0.0,0.00,29.47,30.00, 1.6,33,3.4,2012,1,7
7,6,2012-01-08,61,42,52, 3,49,52,13, 0,0728,1747,RA BR,0.0,0.01,29.47,30.00, 7.7,02,8.1,2012,1,8
8,6,2012-01-09,58,43,51, 2,48,49,14, 0,0728,1748,TSRA RA DZ BR,0.0,0.62,29.48,30.00,11.2,35,12.5,2012,1,9
9,6,2012-01-10,60,35,48,-1,37,43,17, 0,0728,1749, ,0.0,  T,29.41,29.97, 7.8,31,8.4,2012,1,10
10,6,2012-01-11,76,29,53, 4,36,45,12, 0,0728,1749, ,0.0,0.00,29.28,29.81, 5.8,24,9.9,2012,1,11
11,6,2012-01-12,51,28,40,-9,18,33,25, 0,0728,1750, ,0.0,0.00,29.70,30.22,13.3,34,13.9,2012,1,12
12,6,2012-01-13,59,26,43,-6,23,35,22, 0,0728,1751, ,0.0,0.00,29.77,30.30, 2.1,21,3.7,2012,1,13
13,6,2012-01-14,66,22,44,-5,25,36,21, 0,0728,1752, ,0.0,0.00,29.80,30.35, 4.1,21,4.4,2012,1,14
14,6,2012-01-15,64,26,45,-4,42,46,20, 0,0728,1753, ,0.0,  T,29.70,30.27, 6.9,18,7.0,2012,1,15
15,6,2012-01-16,76,59,68,19,61,63,0, 3,0727,1754, ,0.0,  T,29.49,30.04,13.2,19,13.5,2012,1,16
16,6,2012-01-17,75,43,59,10,48,55,6, 0,0727,1754,DZ BR HZ,0.0,  T,29.62,30.11, 8.8,01,13.9,2012,1,17
17,6,2012-01-18,64,35,50, 1,31,41,15, 0,0727,1755, ,0.0,0.00,29.65,30.20, 1.6,02,7.6,2012,1,18
18,6,2012-01-19,77,46,62,13,50,54,3, 0,0727,1756, ,0.0,0.00,29.38,29.93, 9.6,20,9.7,2012,1,19
19,6,2012-01-20,75,50,63,14,60,61,2, 0,0727,1757,FG+ FG BCFG BR,0.0,0.00,29.30,29.83, 7.6,20,7.7,2012,1,20
20,6,2012-01-21,58,43,51, 2,42,47,14, 0,0726,1758,FG+,0.0,0.00,29.42,29.96, 6.6,36,7.6,2012,1,21
