,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,2,2012-01-01,48,33,41,16,37,39,24, 0,0716,1626,RA,0.0,0.07,28.82,29.91, 9.1,23,11.3,2012,1,1
1,2,2012-01-02,46,28,37,12,24,32,28, 0,0716,1627, ,  T,0.01,28.51,29.62,12.7,26,13.3,2012,1,2
2,2,2012-01-03,28,9,19,-6,4,16,46, 0,0716,1628, ,0.0,0.00,28.69,29.85,12.3,31,12.8,2012,1,3
3,2,2012-01-04,21,5,13,-11,0,11,52, 0,0716,1629, ,0.0,0.00,28.87,30.01,10.1,27,11.7,2012,1,4
4,2,2012-01-05,31,20,26, 2,12,21,39, 0,0716,1630, ,0.0,0.00,28.70,29.84,10.9,26,11.3,2012,1,5
5,2,2012-01-06,47,21,34,10,23,30,31, 0,0716,1630,SN,0.2,0.01,28.71,29.81, 6.4,22,6.8,2012,1,6
6,2,2012-01-07,56,37,47,23,29,38,18, 0,0716,1631, ,0.0,0.00,28.63,29.75, 8.9,26,9.6,2012,1,7
7,2,2012-01-08,39,25,32, 8,20,29,33, 0,0716,1633, ,0.0,0.00,28.95,30.11,10.8,29,11.0,2012,1,8
8,2,2012-01-09,38,21,30, 6,12,M,35, 0,0716,1634, ,0.0,0.00,29.05,M, 6.9,25,7.9,2012,1,9
9,2,2012-01-10,41,25,33, 9,24,30,32, 0,0716,1635,SN,  T,  T,28.74,29.86, 9.6,26,10.0,2012,1,10
10,2,2012-01-11,38,28,33, 9,22,28,32, 0,0715,1636, ,0.0,0.00,28.92,30.06, 1.5,09,4.5,2012,1,11
11,2,2012-01-12,33,30,32, 8,31,31,33, 0,0715,1637,RA SN FG+ FG FZFG BR UP,3.6,1.06,28.62,29.69,10.5,05,10.7,2012,1,12
12,2,2012-01-13,40,24,32, 8,24,28,33, 0,0715,1638,FZRA FG+ FZFG UP,  T,0.09,28.30,29.40, 9.7,24,15.8,2012,1,13
13,2,2012-01-14,28,12,20,-3,8,19,45, 0,0714,1639, ,0.0,0.00,28.64,29.81,16.1,27,16.7,2012,1,14
14,2,2012-01-15,13,2,8,-15,-3,5,57, 0,0714,1640, ,0.0,0.00,29.05,30.28,13.6,31,13.8,2012,1,15
