,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,5,2012-06-01,M,M,M,M,M,M,M,M,0411,1913, ,M,M,M,M,M,M,M,2012,6,1
1,5,2012-06-02,M,M,M,M,M,M,M,M,0411,1914, ,M,M,M,M,M,M,M,2012,6,2
2,5,2012-06-03,M,M,M,M,M,M,M,M,0410,1915, ,M,M,M,M,M,M,M,2012,6,3
3,5,2012-06-04,M,M,M,M,M,M,M,M,0410,1915, ,M,M,M,M,M,M,M,2012,6,4
4,5,2012-06-05,M,M,M,M,M,M,M,M,0409,1916, ,M,M,M,M,M,M,M,2012,6,5
5,5,2012-06-06,M,M,M,M,M,M,M,M,0409,1917, ,M,M,M,M,M,M,M,2012,6,6
6,5,2012-06-07,M,M,M,M,M,M,M,M,0409,1918, ,M,M,M,M,M,M,M,2012,6,7
7,5,2012-06-08,M,M,M,M,M,M,M,M,0409,1918, ,M,M,M,M,M,M,M,2012,6,8
8,5,2012-06-09,M,M,M,M,M,M,M,M,0408,1919, ,M,M,M,M,M,M,M,2012,6,9
9,5,2012-06-10,M,M,M,M,M,M,M,M,0408,1919, ,M,M,M,M,M,M,M,2012,6,10
10,5,2012-06-11,M,M,M,M,M,M,M,M,0408,1920, ,M,M,M,M,M,M,M,2012,6,11
11,5,2012-06-12,M,M,M,M,M,M,M,M,0408,1920, ,M,M,M,M,M,M,M,2012,6,12
12,5,2012-06-13,M,M,M,M,M,M,M,M,0408,1921, ,M,M,M,M,M,M,M,2012,6,13
13,5,2012-06-14,M,M,M,M,M,M,M,M,0408,1921, ,M,M,M,M,M,M,M,2012,6,14
14,5,2012-06-15,M,M,M,M,M,M,M,M,0408,1922, ,M,M,M,M,M,M,M,2012,6,15
15,5,2012-06-16,M,M,M,M,M,M,M,M,0408,1922, ,M,M,M,M,M,M,M,2012,6,16
16,5,2012-06-17,M,M,M,M,M,M,M,M,0408,1923, ,M,M,M,M,M,M,M,2012,6,17
17,5,2012-06-18,M,M,M,M,M,M,M,M,0408,1923, ,M,M,M,M,M,M,M,2012,6,18
18,5,2012-06-19,M,M,M,M,M,M,M,M,0408,1923, ,M,M,M,M,M,M,M,2012,6,19
19,5,2012-06-20,M,M,M,M,M,M,M,M,0408,1924, ,M,M,M,M,M,M,M,2012,6,20
20,5,2012-06-21,M,M,M,M,M,M,M,M,0408,1924, ,M,M,M,M,M,M,M,2012,6,21
21,5,2012-06-22,M,M,M,M,M,M,M,M,0409,1924, ,M,M,M,M,M,M,M,2012,6,22
22,5,2012-06-23,M,M,M,M,M,M,M,M,0409,1924, ,M,M,M,M,M,M,M,2012,6,23
23,5,2012-06-24,M,M,M,M,M,M,M,M,0409,1924, ,M,M,M,M,M,M,M,2012,6,24
24,5,2012-06-25,M,M,M,M,M,M,M,M,0409,1925, ,M,M,M,M,M,M,M,2012,6,25
25,5,2012-06-26,M,M,M,M,M,M,M,M,0410,1925, ,M,M,M,M,M,M,M,2012,6,26
26,5,2012-06-27,M,M,M,M,M,M,M,M,0410,1925, ,M,M,M,M,M,M,M,2012,6,27
27,5,2012-06-28,M,M,M,M,M,M,M,M,0411,1925, ,M,M,M,M,M,M,M,2012,6,28
28,5,2012-06-29,M,M,M,M,M,M,M,M,0411,1925, ,M,M,M,M,M,M,M,2012,6,29
29,5,2012-06-30,M,M,M,M,M,M,M,M,0411,1925, ,M,M,M,M,M,M,M,2012,6,30
30,5,2012-07-01,M,M,M,M,M,M,M,M,0412,1925, ,M,M,M,M,M,M,M,2012,7,1
31,5,2012-07-02,M,M,M,M,M,M,M,M,0412,1924, ,M,M,M,M,M,M,M,2012,7,2
32,5,2012-07-03,M,M,M,M,M,M,M,M,0413,1924, ,M,M,M,M,M,M,M,2012,7,3
33,5,2012-07-04,M,M,M,M,M,M,M,M,0414,1924, ,M,M,M,M,M,M,M,2012,7,4
34,5,2012-07-05,M,M,M,M,M,M,M,M,0414,1924, ,M,M,M,M,M,M,M,2012,7,5
35,5,2012-07-06,M,M,M,M,M,M,M,M,0415,1924, ,M,M,M,M,M,M,M,2012,7,6
36,5,2012-07-07,M,M,M,M,M,M,M,M,0415,1923, ,M,M,M,M,M,M,M,2012,7,7
37,5,2012-07-08,M,M,M,M,M,M,M,M,0416,1923, ,M,M,M,M,M,M,M,2012,7,8
38,5,2012-07-09,M,M,M,M,M,M,M,M,0417,1923, ,M,M,M,M,M,M,M,2012,7,9
39,5,2012-07-10,M,M,M,M,M,M,M,M,0417,1922, ,M,M,M,M,M,M,M,2012,7,10
40,5,2012-07-11,M,M,M,M,M,M,M,M,0418,1922, ,M,M,M,M,M,M,M,2012,7,11
41,5,2012-07-12,M,M,M,M,M,M,M,M,0419,1921, ,M,M,M,M,M,M,M,2012,7,12
42,5,2012-07-13,M,M,M,M,M,M,M,M,0420,1921, ,M,M,M,M,M,M,M,2012,7,13
43,5,2012-07-14,M,M,M,M,M,M,M,M,0420,1920, ,M,M,M,M,M,M,M,2012,7,14
44,5,2012-07-15,M,M,M,M,M,M,M,M,0421,1920, ,M,M,M,M,M,M,M,2012,7,15
45,5,2012-07-16,M,M,M,M,M,M,M,M,0422,1919, ,M,M,M,M,M,M,M,2012,7,16
46,5,2012-07-17,M,M,M,M,M,M,M,M,0423,1918, ,M,M,M,M,M,M,M,2012,7,17
47,5,2012-07-18,M,M,M,M,M,M,M,M,0424,1918, ,M,M,M,M,M,M,M,2012,7,18
48,5,2012-07-19,M,M,M,M,M,M,M,M,0425,1917, ,M,M,M,M,M,M,M,2012,7,19
49,5,2012-07-20,M,M,M,M,M,M,M,M,0426,1916, ,M,M,M,M,M,M,M,2012,7,20
