,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,3,2012-01-01,55,34,45, 9,24,36,20, 0,0735,1720, ,0.0,0.00,29.77,30.47, 9.9,31,10.0,2012,1,1
1,3,2012-01-02,45,24,35,-1,11,28,30, 0,0735,1721, ,0.0,0.00,29.89,30.63, 7.7,32,8.2,2012,1,2
2,3,2012-01-03,55,21,38, 2,19,32,27, 0,0735,1721, ,0.0,0.00,29.55,30.34,11.6,17,11.8,2012,1,3
3,3,2012-01-04,63,31,47,11,26,37,18, 0,0735,1722, ,0.0,0.00,29.53,30.27, 2.5,31,4.9,2012,1,4
4,3,2012-01-05,68,31,50,14,28,41,15, 0,0735,1723, ,0.0,0.00,29.35,30.11, 7.3,19,7.6,2012,1,5
5,3,2012-01-06,69,40,55,19,35,44,10, 0,0735,1724, ,0.0,0.00,29.16,29.89, 6.1,18,9.6,2012,1,6
6,3,2012-01-07,58,36,47,11,26,39,18, 0,0735,1725, ,0.0,0.00,29.36,30.06, 8.2,01,8.9,2012,1,7
7,3,2012-01-08,53,33,43, 7,28,38,22, 0,0735,1726, ,0.0,0.00,29.45,30.16, 8.3,36,8.4,2012,1,8
8,3,2012-01-09,54,26,40, 4,27,35,25, 0,0735,1727, ,0.0,0.00,29.46,30.20, 6.6,35,7.2,2012,1,9
9,3,2012-01-10,51,30,41, 5,29,37,24, 0,0735,1727, ,0.0,0.00,29.16,29.94, 3.0,34,4.6,2012,1,10
10,3,2012-01-11,61,29,45, 9,30,36,20, 0,0735,1728,SN BR,0.5,0.02,29.08,29.79, 9.5,32,12.1,2012,1,11
11,3,2012-01-12,35,21,28,-8,9,23,37, 0,0735,1729, ,0.0,0.00,29.39,30.11,14.5,30,15.1,2012,1,12
12,3,2012-01-13,48,20,34,-2,10,26,31, 0,0734,1730, ,0.0,0.00,29.41,30.16, 3.5,23,5.6,2012,1,13
13,3,2012-01-14,55,31,43, 7,21,34,22, 0,0734,1731, ,0.0,0.00,29.47,30.20, 5.1,29,6.7,2012,1,14
14,3,2012-01-15,64,32,48,12,28,40,17, 0,0734,1732, ,0.0,0.00,29.29,30.06,16.3,17,16.5,2012,1,15
15,3,2012-01-16,72,56,64,28,51,56,1, 0,0734,1733, ,0.0,0.00,29.03,29.77,19.7,19,20.0,2012,1,16
16,3,2012-01-17,66,22,44, 8,20,29,21, 0,0733,1734, ,0.0,0.00,29.56,30.24,11.6,33,13.7,2012,1,17
17,3,2012-01-18,45,17,31,-5,18,29,34, 0,0733,1735, ,0.0,0.00,29.40,30.16, 5.9,18,6.5,2012,1,18
18,3,2012-01-19,54,28,41, 5,26,34,24, 0,0732,1736, ,0.0,0.00,29.16,29.93, 3.8,01,6.8,2012,1,19
19,3,2012-01-20,41,23,32,-4,26,30,33, 0,0732,1737,FZDZ BR,0.0,  T,29.13,29.85, 8.8,34,9.2,2012,1,20
20,3,2012-01-21,43,18,31,-5,19,26,34, 0,0732,1738, ,0.0,0.00,29.26,30.04, 3.3,03,9.2,2012,1,21
21,3,2012-01-22,71,42,57,21,37,45,8, 0,0731,1739,BR HZ DU,0.0,0.00,28.89,29.60,11.0,20,18.5,2012,1,22
22,3,2012-01-23,59,32,46, 9,24,37,19, 0,0731,1740, ,0.0,0.00,29.29,30.00, 6.2,27,7.3,2012,1,23
23,3,2012-01-24,65,30,48,11,26,40,17, 0,0730,1741,RA,0.0,0.07,29.36,30.07, 8.0,14,8.3,2012,1,24
24,3,2012-01-25,49,41,45, 8,41,43,20, 0,0729,1742,RA DZ BR,0.0,0.52,29.25,30.00, 7.0,02,7.8,2012,1,25
25,3,2012-01-26,62,39,51,14,31,41,14, 0,0729,1744, ,0.0,0.00,29.20,29.92, 9.5,34,9.9,2012,1,26
26,3,2012-01-27,64,30,47,10,30,40,18, 0,0728,1745, ,0.0,0.00,29.26,29.96, 1.8,21,11.1,2012,1,27
27,3,2012-01-28,51,27,39, 2,19,32,26, 0,0727,1746, ,0.0,0.00,29.67,30.39, 4.2,28,6.8,2012,1,28
28,3,2012-01-29,61,33,47, 9,24,37,18, 0,0727,1747, ,0.0,0.00,29.53,30.28, 8.0,20,8.5,2012,1,29
29,3,2012-01-30,67,41,54,16,37,46,11, 0,0726,1748, ,0.0,0.00,29.30,30.05,16.3,18,16.4,2012,1,30
30,3,2012-01-31,72,45,59,21,48,53,6, 0,0725,1749, ,0.0,0.00,29.24,29.95,10.3,20,12.5,2012,1,31
31,3,2012-02-01,67,37,52,14,32,43,13, 0,0725,1750, ,0.0,0.00,29.39,30.11, 5.1,36,5.8,2012,2,1
32,3,2012-02-02,67,30,49,10,38,45,16, 0,0724,1751, ,0.0,0.00,29.38,30.12, 5.6,12,7.5,2012,2,2
33,3,2012-02-03,59,50,55,16,48,51,10, 0,0723,1752,RA DZ BR,0.0,0.84,29.22,29.95, 6.7,13,11.0,2012,2,3
34,3,2012-02-04,51,38,45, 6,38,42,20, 0,0722,1753, ,0.0,  T,29.48,30.18,11.3,30,12.3,2012,2,4
35,3,2012-02-05,50,33,42, 3,30,37,23, 0,0721,1754, ,0.0,0.00,29.62,30.35, 7.0,34,7.7,2012,2,5
36,3,2012-02-06,55,28,42, 2,27,36,23, 0,0720,1755, ,0.0,0.00,29.52,30.28, 0.3,16,2.1,2012,2,6
37,3,2012-02-07,52,35,44, 4,34,39,21, 0,0719,1756,RA,0.0,  T,29.57,30.30, 6.6,35,7.0,2012,2,7
38,3,2012-02-08,41,34,38,-2,32,36,27, 0,0718,1757,BR HZ,0.0,0.00,29.68,30.43, 4.4,34,4.5,2012,2,8
