,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,17,2012-01-01,56,38,47,M,23,37,18, 0,-,-, ,0.0,0.00,29.83,30.50, 5.4,32,5.8,2012,1,1
1,17,2012-01-02,45,22,34,M,10,28,31, 0,-,-, ,0.0,0.00,29.96,30.66, 3.7,33,4.8,2012,1,2
2,17,2012-01-03,55,19,37,M,18,31,28, 0,-,-, ,0.0,0.00,29.61,30.36, 6.9,18,7.0,2012,1,3
3,17,2012-01-04,63,28,46,M,25,36,19, 0,-,-,RA,0.0,  T,29.59,30.29, 2.1,36,3.3,2012,1,4
4,17,2012-01-05,68,26,47,M,26,38,18, 0,-,-, ,0.0,0.00,29.42,30.14, 4.3,20,4.4,2012,1,5
5,17,2012-01-06,69,34,52,M,34,43,13, 0,-,-, ,0.0,0.00,29.23,29.92, 3.4,19,7.5,2012,1,6
6,17,2012-01-07,60,40,50,M,25,39,15, 0,-,-, ,0.0,0.00,29.41,30.08, 9.2,02,9.4,2012,1,7
7,17,2012-01-08,53,38,46,M,27,38,19, 0,-,-, ,0.0,0.00,29.50,30.18, 7.2,01,7.6,2012,1,8
8,17,2012-01-09,55,32,44,M,26,36,21, 0,-,-, ,0.0,0.00,29.52,30.22, 4.6,01,5.0,2012,1,9
9,17,2012-01-10,52,35,44,M,28,37,21, 0,-,-, ,0.0,0.00,29.22,29.95, 2.2,01,2.5,2012,1,10
10,17,2012-01-11,62,24,43,M,27,35,22, 0,-,-,SN BR,M,0.02,29.15,29.82, 5.7,33,5.9,2012,1,11
11,17,2012-01-12,35,23,29,M,7,22,36, 0,-,-, ,0.0,0.00,29.46,30.14, 5.3,30,7.2,2012,1,12
12,17,2012-01-13,49,15,32,M,10,25,33, 0,-,-, ,0.0,0.00,29.48,30.19, 2.0,22,2.2,2012,1,13
13,17,2012-01-14,56,23,40,M,19,31,25, 0,-,-, ,0.0,0.00,29.54,30.23, 0.9,29,2.6,2012,1,14
14,17,2012-01-15,65,25,45,M,27,39,20, 0,-,-, ,0.0,0.00,29.36,30.09,10.0,18,10.2,2012,1,15
15,17,2012-01-16,73,56,65,M,50,56,0, 0,-,-, ,0.0,0.00,29.10,29.82,16.4,20,16.6,2012,1,16
16,17,2012-01-17,66,26,46,M,18,30,19, 0,-,-, ,0.0,0.00,29.62,30.26, 7.0,34,8.9,2012,1,17
17,17,2012-01-18,46,17,32,M,17,28,33, 0,-,-, ,0.0,0.00,29.47,30.19, 3.4,18,4.2,2012,1,18
18,17,2012-01-19,55,25,40,M,25,34,25, 0,-,-, ,0.0,0.00,29.22,29.94, 3.8,03,5.7,2012,1,19
19,17,2012-01-20,44,26,35,M,26,31,30, 0,-,-,BR HZ,0.0,0.00,29.19,29.86, 6.0,01,6.9,2012,1,20
20,17,2012-01-21,42,20,31,M,17,27,34, 0,-,-, ,0.0,0.00,29.33,30.05, 3.4,03,7.5,2012,1,21
21,17,2012-01-22,72,42,57,M,37,46,8, 0,-,-,HZ DU,0.0,0.00,28.95,29.63,11.7,20,15.0,2012,1,22
22,17,2012-01-23,59,29,44,M,24,36,21, 0,-,-,DU,0.0,0.00,29.36,30.03, 2.5,29,2.6,2012,1,23
23,17,2012-01-24,64,27,46,M,25,38,19, 0,-,-,RA,0.0,0.22,29.42,30.10, 5.2,14,5.9,2012,1,24
24,17,2012-01-25,50,44,47,M,40,43,18, 0,-,-,RA BR,0.0,0.49,29.31,30.02, 6.8,02,7.1,2012,1,25
25,17,2012-01-26,62,30,46,M,31,41,19, 0,-,-, ,0.0,0.00,29.26,29.95, 5.3,36,6.0,2012,1,26
26,17,2012-01-27,64,27,46,M,29,39,19, 0,-,-, ,0.0,0.00,29.33,29.98, 2.1,22,7.5,2012,1,27
27,17,2012-01-28,51,25,38,M,18,31,27, 0,-,-, ,0.0,0.00,29.73,30.41, 1.9,32,3.3,2012,1,28
28,17,2012-01-29,61,24,43,M,23,35,22, 0,-,-, ,0.0,0.00,29.59,30.31, 4.4,21,4.5,2012,1,29
29,17,2012-01-30,67,37,52,M,36,45,13, 0,-,-, ,0.0,0.00,29.36,30.09,11.2,19,11.4,2012,1,30
30,17,2012-01-31,72,42,57,M,47,53,8, 0,-,-, ,0.0,0.00,29.30,29.99, 8.9,20,9.7,2012,1,31
31,17,2012-02-01,68,39,54,M,31,43,11, 0,-,-, ,0.0,0.00,29.44,30.13, 4.8,02,4.9,2012,2,1
32,17,2012-02-02,66,30,48,M,38,45,17, 0,-,-, ,0.0,0.00,29.43,30.14, 6.3,13,6.8,2012,2,2
