,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,13,2012-01-01,38,18,28,M,12,21,37, 0,-,-, ,M,0.00,24.60,30.59, 2.5,16,6.1,2012,1,1
1,13,2012-01-02,50,16,33,M,17,28,32, 0,-,-, ,M,0.00,24.55,30.54, 6.1,16,6.8,2012,1,2
2,13,2012-01-03,55,31,43,M,16,33,22, 0,-,-, ,M,0.00,24.40,30.23, 2.9,21,6.3,2012,1,3
3,13,2012-01-04,58,27,43,M,16,32,22, 0,-,-, ,M,0.00,24.49,30.36, 5.5,19,6.1,2012,1,4
4,13,2012-01-05,66,35,51,M,21,37,14, 0,-,-, ,M,0.00,24.26,30.04, 4.2,21,5.0,2012,1,5
5,13,2012-01-06,45,25,35,M,22,31,30, 0,-,-, ,M,0.00,24.21,30.01, 3.6,12,6.2,2012,1,6
6,13,2012-01-07,39,22,31,M,23,27,34, 0,-,-,SN FG+ FZFG BR,M,0.16,24.19,30.07, 4.6,33,5.9,2012,1,7
7,13,2012-01-08,33,11,22,M,15,20,43, 0,-,-, ,M,0.00,24.32,30.29, 3.8,18,4.6,2012,1,8
8,13,2012-01-09,47,17,32,M,19,27,33, 0,-,-, ,M,0.00,24.37,30.31, 3.4,18,3.9,2012,1,9
9,13,2012-01-10,56,28,42,M,24,33,23, 0,-,-, ,M,0.00,24.13,29.96, 4.1,16,4.5,2012,1,10
10,13,2012-01-11,41,3,M,M,12,16,M,M,-,-,SN FZFG BR,M,0.01,24.24,30.15, 5.3,04,8.8,2012,1,11
11,13,2012-01-12,40,-1,20,M,3,18,45, 0,-,-, ,M,0.00,24.24,30.23, 3.2,25,6.5,2012,1,12
12,13,2012-01-13,44,19,32,M,7,25,33, 0,-,-, ,M,0.00,24.23,30.11, 7.4,26,8.6,2012,1,13
13,13,2012-01-14,53,20,37,M,12,30,28, 0,-,-, ,M,0.00,24.24,30.08, 8.0,20,9.4,2012,1,14
14,13,2012-01-15,54,33,44,M,12,33,21, 0,-,-, ,M,0.00,24.01,29.75,11.1,22,12.1,2012,1,15
15,13,2012-01-16,41,16,29,M,17,24,36, 0,-,-,SN BR,M,0.02,23.98,29.76, 1.5,32,7.1,2012,1,16
16,13,2012-01-17,27,5,16,M,7,14,49, 0,-,-,BR,M,  T,24.23,30.22, 7.2,13,8.0,2012,1,17
17,13,2012-01-18,45,14,M,M,14,28,M,M,-,-, ,M,0.00,24.05,29.90, 4.7,19,10.0,2012,1,18
18,13,2012-01-19,60,33,47,M,25,38,18, 0,-,-, ,M,0.00,23.95,29.66, 2.2,13,7.5,2012,1,19
19,13,2012-01-20,53,34,44,M,23,35,21, 0,-,-, ,M,0.00,24.06,29.76, 2.3,29,9.1,2012,1,20
20,13,2012-01-21,64,34,49,M,23,37,16, 0,-,-,SN,M,  T,23.75,29.44,13.9,20,16.5,2012,1,21
