,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,15,2012-01-01,48,26,37,16,35,38,28, 0,0718,1621,RA FG+ FZFG BR,0.0,0.09,29.53,29.89, 2.5,17,3.8,2012,1,1
1,15,2012-01-02,43,29,36,15,24,32,29, 0,0718,1622,BR,0.0,0.02,29.20,29.58, 7.1,24,8.1,2012,1,2
2,15,2012-01-03,30,5,18,-3,2,14,47, 0,0718,1623, ,0.0,0.00,29.44,29.87,13.1,31,13.7,2012,1,3
3,15,2012-01-04,23,3,13,-8,-1,11,52, 0,0718,1624, ,0.0,0.00,29.63,30.02, 5.1,30,6.4,2012,1,4
4,15,2012-01-05,36,17,27, 6,13,22,38, 0,0718,1625, ,0.0,0.00,29.42,29.82, 3.5,29,5.8,2012,1,5
5,15,2012-01-06,33,15,24, 4,19,23,41, 0,0718,1626,SN,0.2,0.01,29.46,29.83, 0.6,35,1.8,2012,1,6
6,15,2012-01-07,44,22,33,13,25,29,32, 0,0718,1627, ,0.0,0.00,29.35,29.75, 0.6,29,0.9,2012,1,7
7,15,2012-01-08,41,21,31,11,20,27,34, 0,0717,1628, ,0.0,0.00,29.67,30.11, 7.4,31,7.9,2012,1,8
8,15,2012-01-09,35,15,25, 5,13,21,40, 0,0717,1629, ,0.0,0.00,29.81,30.18, 1.0,16,2.9,2012,1,9
9,15,2012-01-10,43,23,33,13,21,29,32, 0,0717,1630, ,0.0,0.00,29.44,29.84, 2.8,27,6.3,2012,1,10
10,15,2012-01-11,34,21,28, 8,18,25,37, 0,0717,1631,SN BR,0.0,0.00,29.67,30.09, 1.1,36,3.2,2012,1,11
11,15,2012-01-12,32,26,29, 9,26,28,36, 0,0716,1632,SN FZFG BR UP,3.7,0.34,29.44,29.78, 6.9,04,7.7,2012,1,12
12,15,2012-01-13,36,26,31,11,25,28,34, 0,0716,1634,FZRA SN BR UP,0.0,0.11,29.00,29.38, 5.2,25,6.9,2012,1,13
13,15,2012-01-14,31,5,18,-2,10,19,47, 0,0715,1635, ,0.0,0.00,29.34,29.80,11.0,30,12.3,2012,1,14
14,15,2012-01-15,10,-1,5,-15,-7,2,60, 0,0715,1636, ,0.0,0.00,29.85,30.31,11.2,31,11.4,2012,1,15
15,15,2012-01-16,30,-5,13,-7,2,12,52, 0,0715,1637,SN,  T,  T,30.03,30.40, 2.9,19,5.1,2012,1,16
16,15,2012-01-17,39,27,33,13,31,33,32, 0,0714,1638,RA SN FG BR,1.4,0.22,29.47,29.79, 3.1,16,3.4,2012,1,17
17,15,2012-01-18,45,13,29,10,13,24,36, 0,0713,1640, ,0.0,  T,29.31,29.79,15.0,29,17.0,2012,1,18
18,15,2012-01-19,27,3,15,-4,9,15,50, 0,0713,1641,SN BR,1.3,0.20,29.78,30.16, 1.5,14,3.7,2012,1,19
19,15,2012-01-20,25,6,16,-3,8,16,49, 0,0712,1642,SN FG+ FZFG BR,1.2,0.06,29.67,30.10, 5.5,30,5.9,2012,1,20
20,15,2012-01-21,18,0,9,-11,6,11,56, 0,0711,1643,SN BR,1.2,0.13,29.84,30.26, 2.6,35,2.9,2012,1,21
21,15,2012-01-22,24,-7,9,-11,4,10,56, 0,0711,1645, ,0.0,0.00,30.11,30.54, 0.7,12,0.9,2012,1,22
