,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,0735,1720, ,0.0,0.0,29.77,30.47,9.9,31.0,10.0,2012,1,1
1,3,2012-01-02,45.0,24.0,35.0,1.0,11.0,28.0,30.0,0.0,0735,1721, ,0.0,0.0,29.89,30.63,7.7,32.0,8.2,2012,1,2
2,3,2012-01-03,55.0,21.0,38.0,2.0,19.0,32.0,27.0,0.0,0735,1721, ,0.0,0.0,29.55,30.34,11.6,17.0,11.8,2012,1,3
3,3,2012-01-04,63.0,31.0,47.0,11.0,26.0,37.0,18.0,0.0,0735,1722, ,0.0,0.0,29.53,30.27,2.5,31.0,4.9,2012,1,4
4,3,2012-01-05,68.0,31.0,50.0,14.0,28.0,41.0,15.0,0.0,0735,1723, ,0.0,0.0,29.35,30.11,7.3,19.0,7.6,2012,1,5
5,3,2012-01-06,69.0,40.0,55.0,19.0,35.0,44.0,10.0,0.0,0735,1724, ,0.0,0.0,29.16,29.89,6.1,18.0,9.6,2012,1,6
6,3,2012-01-07,58.0,36.0,47.0,11.0,26.0,39.0,18.0,0.0,0735,1725, ,0.0,0.0,29.36,30.06,8.2,1.0,8.9,2012,1,7
7,3,2012-01-08,53.0,33.0,43.0,7.0,28.0,38.0,22.0,0.0,0735,1726, ,0.0,0.0,29.45,30.16,8.3,36.0,8.4,2012,1,8
8,3,2012-01-09,54.0,26.0,40.0,4.0,27.0,35.0,25.0,0.0,0735,1727, ,0.0,0.0,29.46,30.2,6.6,35.0,7.2,2012,1,9
9,3,2012-01-10,51.0,30.0,41.0,5.0,29.0,37.0,24.0,0.0,0735,1727, ,0.0,0.0,29.16,29.94,3.0,34.0,4.6,2012,1,10
10,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,0735,1728,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,2012,1,11
11,3,2012-01-12,35.0,21.0,28.0,8.0,9.0,23.0,37.0,0.0,0735,1729, ,0.0,0.0,29.39,30.11,14.5,30.0,15.1,2012,1,12
12,3,2012-01-13,48.0,20.0,34.0,2.0,10.0,26.0,31.0,0.0,0734,1730, ,0.0,0.0,29.41,30.16,3.5,23.0,5.6,2012,1,13
13,3,2012-01-14,55.0,31.0,43.0,7.0,21.0,34.0,22.0,0.0,0734,1731, ,0.0,0.0,29.47,30.2,5.1,29.0,6.7,2012,1,14
