,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,18,2012-01-01,59.0,40.0,50.0,4.0,28.0,40.0,15.0,0.0,0730,1732, ,0.0,0.0,29.98,30.49,9.0,33.0,8.9,2012,1,1
1,18,2012-01-02,53.0,35.0,44.0,2.0,23.0,36.0,21.0,0.0,0730,1733, ,0.0,0.0,30.11,30.63,6.7,35.0,6.9,2012,1,2
2,18,2012-01-03,59.0,30.0,45.0,0.0,25.0,37.0,20.0,0.0,0730,1734, ,0.0,0.0,29.84,30.41,8.8,17.0,9.1,2012,1,3
3,18,2012-01-04,62.0,37.0,50.0,5.0,33.0,41.0,15.0,0.0,0730,1734, ,0.0,0.0,29.75,30.28,0.8,15.0,5.5,2012,1,4
4,18,2012-01-05,66.0,35.0,51.0,6.0,33.0,42.0,14.0,0.0,0731,1735, ,0.0,0.0,29.66,30.21,2.7,18.0,2.9,2012,1,5
5,18,2012-01-06,73.0,48.0,61.0,16.0,46.0,53.0,4.0,0.0,0731,1736, ,0.0,0.0,29.39,29.93,8.6,19.0,9.1,2012,1,6
6,18,2012-01-07,61.0,44.0,53.0,8.0,41.0,47.0,12.0,0.0,0731,1737, ,0.0,0.0,29.47,29.98,4.3,31.0,6.4,2012,1,7
7,18,2012-01-08,58.0,40.0,49.0,4.0,45.0,48.0,16.0,0.0,0731,1738,TSRA FG+ BR HZ,0.0,0.02,29.56,30.07,3.8,2.0,4.1,2012,1,8
8,18,2012-01-09,51.0,44.0,48.0,3.0,43.0,45.0,17.0,0.0,0731,1738,TSRA RA BR,0.0,1.32,29.54,30.08,8.0,36.0,9.0,2012,1,9
9,18,2012-01-10,46.0,42.0,44.0,1.0,41.0,43.0,21.0,0.0,0731,1739,TS TSRA RA DZ BR,0.0,0.49,29.34,29.89,8.0,31.0,8.9,2012,1,10
10,18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,0731,1740, ,0.0,0.0,29.26,29.76,3.6,34.0,8.1,2012,1,11
11,18,2012-01-12,42.0,29.0,36.0,9.0,14.0,29.0,29.0,0.0,0730,1741, ,0.0,0.0,29.7,30.2,12.6,32.0,12.9,2012,1,12
12,18,2012-01-13,56.0,28.0,42.0,3.0,24.0,35.0,23.0,0.0,0730,1742, ,0.0,0.0,29.7,30.23,3.8,20.0,3.9,2012,1,13
13,18,2012-01-14,67.0,37.0,52.0,7.0,28.0,40.0,13.0,0.0,0730,1743, ,0.0,0.0,29.73,30.26,2.5,19.0,4.3,2012,1,14
14,18,2012-01-15,65.0,38.0,52.0,6.0,37.0,46.0,13.0,0.0,0730,1744, ,0.0,0.0,29.64,30.18,12.7,17.0,13.4,2012,1,15
15,18,2012-01-16,70.0,61.0,66.0,20.0,57.0,61.0,0.0,1.0,0730,1745, ,0.0,0.0,29.42,29.96,13.3,20.0,13.4,2012,1,16
16,18,2012-01-17,68.0,38.0,53.0,7.0,35.0,44.0,12.0,0.0,0730,1746, ,0.0,0.0,29.68,30.18,9.4,35.0,12.0,2012,1,17
17,18,2012-01-18,55.0,30.0,43.0,3.0,26.0,37.0,22.0,0.0,0729,1747, ,0.0,0.0,29.64,30.19,2.5,14.0,5.5,2012,1,18
18,18,2012-01-19,73.0,40.0,57.0,11.0,37.0,46.0,8.0,0.0,0729,1747, ,0.0,0.0,29.33,29.87,3.8,14.0,5.4,2012,1,19
19,18,2012-01-20,78.0,47.0,63.0,17.0,51.0,56.0,2.0,0.0,0729,1748,FG+ BR,0.0,0.0,29.24,29.75,4.9,19.0,10.5,2012,1,20
20,18,2012-01-21,51.0,37.0,44.0,2.0,33.0,39.0,21.0,0.0,0728,1749, ,0.0,0.0,29.44,29.97,5.7,36.0,9.7,2012,1,21
21,18,2012-01-22,80.0,46.0,63.0,17.0,43.0,52.0,2.0,0.0,0728,1750,BR DU,0.0,0.0,29.24,29.75,7.5,22.0,14.9,2012,1,22
22,18,2012-01-23,62.0,39.0,51.0,5.0,32.0,43.0,14.0,0.0,0727,1751, ,0.0,0.0,29.54,30.05,1.0,36.0,3.8,2012,1,23
23,18,2012-01-24,69.0,42.0,56.0,10.0,39.0,47.0,9.0,0.0,0727,1752,TSRA RA BR,0.0,1.44,29.44,29.98,10.1,10.0,10.6,2012,1,24
24,18,2012-01-25,52.0,47.0,50.0,3.0,46.0,47.0,15.0,0.0,0726,1753,TSRA RA BR,0.0,3.06,29.34,29.88,10.2,36.0,11.6,2012,1,25
25,18,2012-01-26,62.0,44.0,53.0,6.0,41.0,46.0,12.0,0.0,0726,1754,RA DZ BR,0.0,0.23,29.44,29.95,8.2,32.0,8.8,2012,1,26
26,18,2012-01-27,67.0,36.0,52.0,5.0,39.0,46.0,13.0,0.0,0725,1755, ,0.0,0.0,29.49,29.98,3.7,20.0,9.4,2012,1,27
27,18,2012-01-28,53.0,36.0,45.0,2.0,26.0,37.0,20.0,0.0,0725,1756, ,0.0,0.0,29.91,30.4,8.8,36.0,9.1,2012,1,28
28,18,2012-01-29,61.0,31.0,46.0,1.0,29.0,39.0,19.0,0.0,0724,1757, ,0.0,0.0,29.83,30.37,4.6,19.0,5.1,2012,1,29
29,18,2012-01-30,68.0,42.0,55.0,7.0,43.0,50.0,10.0,0.0,0724,1758, ,0.0,0.0,29.62,30.17,10.7,18.0,11.1,2012,1,30
30,18,2012-01-31,75.0,58.0,67.0,19.0,56.0,59.0,0.0,2.0,0723,1759, ,0.0,0.0,29.51,30.03,10.7,18.0,11.1,2012,1,31
31,18,2012-02-01,73.0,52.0,63.0,15.0,55.0,58.0,2.0,0.0,0722,1760,BR,0.0,0.01,29.55,30.06,1.3,29.0,4.2,2012,2,1
32,18,2012-02-02,73.0,48.0,61.0,13.0,55.0,58.0,4.0,0.0,0722,1801,BR,0.0,0.08937901498929342,29.52,30.05,8.6,12.0,9.1,2012,2,2
