,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,codesum,sunrise
0,10,2012-01-01,73.0,53.0,63.0,4.0,55.0,58.0,2.0,0.0,0.0,0.0,30.16,30.19,5.1,24.0,5.5,2012,1,1,1738,FG+ FG BR,0723
1,10,2012-01-02,65.0,45.0,55.0,4.0,33.0,46.0,10.0,0.0,0.0,0.0,30.11,30.14,10.2,30.0,11.2,2012,1,2,1738, ,0723
2,10,2012-01-03,48.0,34.0,41.0,0.0,11.0,31.0,24.0,0.0,0.0,0.0,30.27,30.33,11.8,31.0,12.1,2012,1,3,1739, ,0723
3,10,2012-01-04,53.0,32.0,43.0,3.0,16.0,33.0,22.0,0.0,0.0,0.0,30.35,30.38,3.0,29.0,5.8,2012,1,4,1740, ,0724
4,10,2012-01-05,68.0,36.0,52.0,4.0,37.0,45.0,13.0,0.0,0.0,0.0,30.2,30.21,8.0,27.0,8.3,2012,1,5,1740, ,0724
5,10,2012-01-06,72.0,44.0,58.0,7.0,44.0,50.0,7.0,0.0,0.0,0.0,30.14,30.16,2.8,21.0,4.4,2012,1,6,1741,FG+ BR,0724
6,10,2012-01-07,71.0,49.0,60.0,1.0,51.0,54.0,5.0,0.0,0.0,0.01,30.11,30.15,1.9,20.0,3.0,2012,1,7,1742,FG+ FG BR,0724
7,10,2012-01-08,75.0,49.0,62.0,3.0,51.0,55.0,3.0,0.0,0.0,0.0,30.17,30.21,3.0,14.0,3.1,2012,1,8,1743, ,0724
8,10,2012-01-09,75.0,52.0,64.0,0.0,54.0,58.0,1.0,0.0,0.0,0.0,30.14,30.17,2.2,16.0,2.4,2012,1,9,1744,BR,0724
9,10,2012-01-10,74.0,56.0,65.0,4.0,56.0,60.0,0.0,0.0,0.0,0.0,30.03,30.05,3.6,17.0,4.1,2012,1,10,1744,RA BR HZ,0724
10,10,2012-01-11,75.0,59.0,67.0,3.0,55.0,60.0,0.0,2.0,0.0,0.04,29.77,29.78,10.4,20.0,13.0,2012,1,11,1745,RA,0724
11,10,2012-01-12,75.0,52.0,64.0,13.0,52.0,58.0,1.0,0.0,0.0,0.0,29.8,29.84,10.7,24.0,11.4,2012,1,12,1746, ,0724
12,10,2012-01-13,65.0,43.0,54.0,4.0,23.0,39.0,11.0,0.0,0.0,0.0,30.06,30.12,8.6,29.0,9.3,2012,1,13,1747, ,0724
13,10,2012-01-14,57.0,37.0,47.0,4.0,21.0,37.0,18.0,0.0,0.0,0.0,30.27,30.31,7.3,31.0,8.4,2012,1,14,1748, ,0724
