,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
0,3,2012-01-01,55.0,34.0,45.0,9.0,24.0,36.0,20.0,0.0,0.0,0.0,29.77,30.47,9.9,31.0,10.0,2012,1,1, ,0735,1720
1,3,2012-01-02,45.0,24.0,35.0,1.0,11.0,28.0,30.0,0.0,0.0,0.0,29.89,30.63,7.7,32.0,8.2,2012,1,2, ,0735,1721
2,3,2012-01-03,55.0,21.0,38.0,2.0,19.0,32.0,27.0,0.0,0.0,0.0,29.55,30.34,11.6,17.0,11.8,2012,1,3, ,0735,1721
3,3,2012-01-04,63.0,31.0,47.0,11.0,26.0,37.0,18.0,0.0,0.0,0.0,29.53,30.27,2.5,31.0,4.9,2012,1,4, ,0735,1722
4,3,2012-01-05,68.0,31.0,50.0,14.0,28.0,41.0,15.0,0.0,0.0,0.0,29.35,30.11,7.3,19.0,7.6,2012,1,5, ,0735,1723
5,3,2012-01-06,69.0,40.0,55.0,19.0,35.0,44.0,10.0,0.0,0.0,0.0,29.16,29.89,6.1,18.0,9.6,2012,1,6, ,0735,1724
6,3,2012-01-07,58.0,36.0,47.0,11.0,26.0,39.0,18.0,0.0,0.0,0.0,29.36,30.06,8.2,1.0,8.9,2012,1,7, ,0735,1725
7,3,2012-01-08,53.0,33.0,43.0,7.0,28.0,38.0,22.0,0.0,0.0,0.0,29.45,30.16,8.3,36.0,8.4,2012,1,8, ,0735,1726
8,3,2012-01-09,54.0,26.0,40.0,4.0,27.0,35.0,25.0,0.0,0.0,0.0,29.46,30.2,6.6,35.0,7.2,2012,1,9, ,0735,1727
9,3,2012-01-10,51.0,30.0,41.0,5.0,29.0,37.0,24.0,0.0,0.0,0.0,29.16,29.94,3.0,34.0,4.6,2012,1,10, ,0735,1727
10,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,0.5,0.02,29.08,29.79,9.5,32.0,12.1,2012,1,11,SN BR,0735,1728
11,3,2012-01-12,35.0,21.0,28.0,8.0,9.0,23.0,37.0,0.0,0.0,0.0,29.39,30.11,14.5,30.0,15.1,2012,1,12, ,0735,1729
12,3,2012-01-13,48.0,20.0,34.0,2.0,10.0,26.0,31.0,0.0,0.0,0.0,29.41,30.16,3.5,23.0,5.6,2012,1,13, ,0734,1730
13,3,2012-01-14,55.0,31.0,43.0,7.0,21.0,34.0,22.0,0.0,0.0,0.0,29.47,30.2,5.1,29.0,6.7,2012,1,14, ,0734,1731
14,3,2012-01-15,64.0,32.0,48.0,12.0,28.0,40.0,17.0,0.0,0.0,0.0,29.29,30.06,16.3,17.0,16.5,2012,1,15, ,0734,1732
15,3,2012-01-16,72.0,56.0,64.0,28.0,51.0,56.0,1.0,0.0,0.0,0.0,29.03,29.77,19.7,19.0,20.0,2012,1,16, ,0734,1733
16,3,2012-01-17,66.0,22.0,44.0,8.0,20.0,29.0,21.0,0.0,0.0,0.0,29.56,30.24,11.6,33.0,13.7,2012,1,17, ,0733,1734
17,3,2012-01-18,45.0,17.0,31.0,5.0,18.0,29.0,34.0,0.0,0.0,0.0,29.4,30.16,5.9,18.0,6.5,2012,1,18, ,0733,1735
18,3,2012-01-19,54.0,28.0,41.0,5.0,26.0,34.0,24.0,0.0,0.0,0.0,29.16,29.93,3.8,1.0,6.8,2012,1,19, ,0732,1736
19,3,2012-01-20,41.0,23.0,32.0,4.0,26.0,30.0,33.0,0.0,0.0,0.0,29.13,29.85,8.8,34.0,9.2,2012,1,20,FZDZ BR,0732,1737
20,3,2012-01-21,43.0,18.0,31.0,5.0,19.0,26.0,34.0,0.0,0.0,0.0,29.26,30.04,3.3,3.0,9.2,2012,1,21, ,0732,1738
21,3,2012-01-22,71.0,42.0,57.0,21.0,37.0,45.0,8.0,0.0,0.0,0.0,28.89,29.6,11.0,20.0,18.5,2012,1,22,BR HZ DU,0731,1739
22,3,2012-01-23,59.0,32.0,46.0,9.0,24.0,37.0,19.0,0.0,0.0,0.0,29.29,30.0,6.2,27.0,7.3,2012,1,23, ,0731,1740
23,3,2012-01-24,65.0,30.0,48.0,11.0,26.0,40.0,17.0,0.0,0.0,0.07,29.36,30.07,8.0,14.0,8.3,2012,1,24,RA,0730,1741
24,3,2012-01-25,49.0,41.0,45.0,8.0,41.0,43.0,20.0,0.0,0.0,0.52,29.25,30.0,7.0,2.0,7.8,2012,1,25,RA DZ BR,0729,1742
25,3,2012-01-26,62.0,39.0,51.0,14.0,31.0,41.0,14.0,0.0,0.0,0.0,29.2,29.92,9.5,34.0,9.9,2012,1,26, ,0729,1744
26,3,2012-01-27,64.0,30.0,47.0,10.0,30.0,40.0,18.0,0.0,0.0,0.0,29.26,29.96,1.8,21.0,11.1,2012,1,27, ,0728,1745
27,3,2012-01-28,51.0,27.0,39.0,2.0,19.0,32.0,26.0,0.0,0.0,0.0,29.67,30.39,4.2,28.0,6.8,2012,1,28, ,0727,1746
28,3,2012-01-29,61.0,33.0,47.0,9.0,24.0,37.0,18.0,0.0,0.0,0.0,29.53,30.28,8.0,20.0,8.5,2012,1,29, ,0727,1747
29,3,2012-01-30,67.0,41.0,54.0,16.0,37.0,46.0,11.0,0.0,0.0,0.0,29.3,30.05,16.3,18.0,16.4,2012,1,30, ,0726,1748
30,3,2012-01-31,72.0,45.0,59.0,21.0,48.0,53.0,6.0,0.0,0.0,0.0,29.24,29.95,10.3,20.0,12.5,2012,1,31, ,0725,1749
31,3,2012-02-01,67.0,37.0,52.0,14.0,32.0,43.0,13.0,0.0,0.0,0.0,29.39,30.11,5.1,36.0,5.8,2012,2,1, ,0725,1750
32,3,2012-02-02,67.0,30.0,49.0,10.0,38.0,45.0,16.0,0.0,0.0,0.0,29.38,30.12,5.6,12.0,7.5,2012,2,2, ,0724,1751
33,3,2012-02-03,59.0,50.0,55.0,16.0,48.0,51.0,10.0,0.0,0.0,0.84,29.22,29.95,6.7,13.0,11.0,2012,2,3,RA DZ BR,0723,1752
34,3,2012-02-04,51.0,38.0,45.0,6.0,38.0,42.0,20.0,0.0,0.0,0.0,29.48,30.18,11.3,30.0,12.3,2012,2,4, ,0722,1753
35,3,2012-02-05,50.0,33.0,42.0,3.0,30.0,37.0,23.0,0.0,0.0,0.0,29.62,30.35,7.0,34.0,7.7,2012,2,5, ,0721,1754
36,3,2012-02-06,55.0,28.0,42.0,2.0,27.0,36.0,23.0,0.0,0.0,0.0,29.52,30.28,0.3,16.0,2.1,2012,2,6, ,0720,1755
37,3,2012-02-07,52.0,35.0,44.0,4.0,34.0,39.0,21.0,0.0,0.0,0.0,29.57,30.3,6.6,35.0,7.0,2012,2,7,RA,0719,1756
38,3,2012-02-08,41.0,34.0,38.0,2.0,32.0,36.0,27.0,0.0,0.0,0.0,29.68,30.43,4.4,34.0,4.5,2012,2,8,BR HZ,0718,1757
39,3,2012-02-09,48.0,37.0,43.0,3.0,33.0,38.0,22.0,0.0,0.0,0.12,29.49,30.26,1.8,16.0,2.8,2012,2,9,RA BR,0717,1758
40,3,2012-02-10,41.0,23.0,32.0,9.0,25.0,32.0,33.0,0.0,0.0,0.0,29.53,30.24,12.0,33.0,12.7,2012,2,10,RA BR,0716,1759
41,3,2012-02-11,30.0,17.0,24.0,17.0,8.0,19.0,41.0,0.0,0.0,0.0,29.92,30.65,10.8,36.0,11.3,2012,2,11, ,0715,1800
42,3,2012-02-12,37.0,16.0,27.0,14.0,8.0,22.0,38.0,0.0,0.0,0.0,29.67,30.47,5.3,15.0,7.3,2012,2,12,SN,0714,1800
43,3,2012-02-13,37.0,31.0,34.0,7.0,31.0,33.0,31.0,0.0,1.2,0.1,29.18,29.97,13.5,18.0,13.8,2012,2,13,DZ FZDZ SN BR,0713,1801
