,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,heat,cool,snowfall,preciptotal,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,sunrise,codesum
0,5,2012-06-01,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,1,1913,0411, 
1,5,2012-06-02,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,2,1914,0411, 
2,5,2012-06-03,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,3,1915,0410, 
3,5,2012-06-04,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,4,1915,0410, 
4,5,2012-06-05,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,5,1916,0409, 
5,5,2012-06-06,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,6,1917,0409, 
6,5,2012-06-07,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,7,1918,0409, 
7,5,2012-06-08,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,8,1918,0409, 
8,5,2012-06-09,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,9,1919,0408, 
9,5,2012-06-10,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,10,1919,0408, 
10,5,2012-06-11,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,11,1920,0408, 
11,5,2012-06-12,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,12,1920,0408, 
12,5,2012-06-13,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,13,1921,0408, 
13,5,2012-06-14,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,14,1921,0408, 
14,5,2012-06-15,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,15,1922,0408, 
15,5,2012-06-16,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,16,1922,0408, 
16,5,2012-06-17,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,17,1923,0408, 
17,5,2012-06-18,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,18,1923,0408, 
18,5,2012-06-19,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,19,1923,0408, 
19,5,2012-06-20,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,20,1924,0408, 
20,5,2012-06-21,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,21,1924,0408, 
21,5,2012-06-22,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,22,1924,0409, 
22,5,2012-06-23,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,23,1924,0409, 
23,5,2012-06-24,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,24,1924,0409, 
24,5,2012-06-25,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,25,1925,0409, 
25,5,2012-06-26,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,26,1925,0410, 
26,5,2012-06-27,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,27,1925,0410, 
27,5,2012-06-28,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,28,1925,0411, 
28,5,2012-06-29,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,29,1925,0411, 
29,5,2012-06-30,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,6,30,1925,0411, 
30,5,2012-07-01,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,1,1925,0412, 
31,5,2012-07-02,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,2,1924,0412, 
32,5,2012-07-03,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,3,1924,0413, 
33,5,2012-07-04,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,4,1924,0414, 
34,5,2012-07-05,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,5,1924,0414, 
35,5,2012-07-06,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,6,1924,0415, 
36,5,2012-07-07,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,7,1923,0415, 
37,5,2012-07-08,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,8,1923,0416, 
38,5,2012-07-09,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,9,1923,0417, 
39,5,2012-07-10,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,10,1922,0417, 
40,5,2012-07-11,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,11,1922,0418, 
41,5,2012-07-12,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,12,1921,0419, 
42,5,2012-07-13,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,13,1921,0420, 
43,5,2012-07-14,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,14,1920,0420, 
44,5,2012-07-15,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,15,1920,0421, 
45,5,2012-07-16,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,16,1919,0422, 
46,5,2012-07-17,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,17,1918,0423, 
