,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,sunrise,codesum
0,19,2012-01-01,38.0,25.0,32.0,10.0,26.0,30.0,33.0,0.0,0.5,0.12,29.06,29.79,14.6,29.0,15.6,2012,1,1,1628,0723,RA SN BR
1,19,2012-01-02,25.0,15.0,20.0,2.0,9.0,17.0,45.0,0.0,0.1435924369747899,0.11526315789473678,29.47,30.2,17.8,31.0,18.1,2012,1,2,1629,0723,SN
2,19,2012-01-03,26.0,10.0,18.0,3.0,5.0,15.0,47.0,0.0,0.0,0.0,29.43,30.26,5.5,23.0,9.2,2012,1,3,1630,0723, 
3,19,2012-01-04,34.0,24.0,29.0,8.0,17.0,25.0,36.0,0.0,0.0,0.0,29.21,30.0,7.9,27.0,9.7,2012,1,4,1631,0723, 
4,19,2012-01-05,47.0,26.0,37.0,16.0,26.0,33.0,28.0,0.0,0.0,0.0,29.02,29.83,8.4,23.0,8.5,2012,1,5,1631,0723, 
5,19,2012-01-06,51.0,38.0,45.0,24.0,29.0,38.0,20.0,0.0,0.0,0.0,28.95,29.71,7.2,27.0,7.9,2012,1,6,1632,0723, 
6,19,2012-01-07,41.0,29.0,35.0,14.0,23.0,31.0,30.0,0.0,0.0,0.0,29.32,30.03,7.4,30.0,7.7,2012,1,7,1633,0722, 
7,19,2012-01-08,41.0,19.0,30.0,9.0,21.0,28.0,35.0,0.0,0.0,0.0,29.53,30.29,4.4,23.0,4.5,2012,1,8,1635,0722, 
8,19,2012-01-09,46.0,27.0,37.0,16.0,26.0,32.0,28.0,0.0,0.0,0.0,29.23,30.03,11.7,24.0,12.1,2012,1,9,1636,0722, 
9,19,2012-01-10,50.0,25.0,38.0,17.0,28.0,34.0,27.0,0.0,0.0,0.0,29.14,29.93,4.5,21.0,4.9,2012,1,10,1637,0722, 
10,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,0.0,0.0,28.85,29.64,0.7,21.0,2.5,2012,1,11,1638,0721,BR HZ
11,19,2012-01-12,36.0,20.0,28.0,8.0,38.9326171875,44.20486815415821,37.0,0.0,6.1,0.35,28.72,30.012123287671244,13.2,34.0,14.1,2012,1,12,1639,0721,DZ SN BR HZ
12,19,2012-01-13,22.0,18.0,20.0,0.0,14.0,19.0,45.0,0.0,0.6,0.05,29.11,29.84,11.0,30.0,11.1,2012,1,13,1640,0721,SN
13,19,2012-01-14,21.0,14.0,18.0,2.0,9.0,15.0,47.0,0.0,0.3,0.01,29.38,30.12,5.4,27.0,5.7,2012,1,14,1641,0720,SN
14,19,2012-01-15,30.0,10.0,20.0,0.0,15.0,21.0,45.0,0.0,0.1435924369747899,0.11526315789473678,29.41,30.22,10.0,18.0,10.8,2012,1,15,1642,0720,SN
15,19,2012-01-16,41.0,29.0,35.0,15.0,28.0,32.0,30.0,0.0,0.0,0.0,29.01,29.81,3.6,22.0,8.3,2012,1,16,1644,0719,BR
16,19,2012-01-17,37.0,13.0,25.0,5.0,38.9326171875,44.20486815415821,40.0,0.0,2.3,0.16,29.16,30.012123287671244,13.9,34.0,16.3,2012,1,17,1645,0719,RA SN BR HZ BLSN
17,19,2012-01-18,24.0,6.0,15.0,5.0,7.0,14.0,50.0,0.0,0.0,0.0,29.27,30.09,7.8,22.0,9.7,2012,1,18,1646,0718, 
18,19,2012-01-19,25.0,0.0,13.0,7.0,5.0,6.0,52.0,0.0,0.2,0.11526315789473678,29.29,30.05,12.6,29.0,14.0,2012,1,19,1647,0718, 
19,19,2012-01-20,14.0,1.0,7.0,13.0,38.9326171875,44.20486815415821,58.0,0.0,2.0,0.25,29.41,30.012123287671244,6.5,33.0,6.8,2012,1,20,1648,0717,SN BR
20,19,2012-01-21,27.0,6.0,17.0,3.0,9.0,15.0,48.0,0.0,0.1435924369747899,0.11526315789473678,29.43,30.23,2.1,32.0,6.6,2012,1,21,1650,0716,SN
21,19,2012-01-22,37.0,21.0,29.0,9.0,38.9326171875,44.20486815415821,36.0,0.0,0.0,0.07,29.0,30.012123287671244,11.6,17.0,11.9,2012,1,22,1651,0716,DZ FZDZ BR
22,19,2012-01-23,42.0,29.0,36.0,15.0,28.0,32.0,29.0,0.0,0.1435924369747899,0.24,28.81,29.57,11.3,25.0,14.0,2012,1,23,1652,0715,RA BR
23,19,2012-01-24,32.0,22.0,27.0,6.0,19.0,25.0,38.0,0.0,0.0,0.0,29.44,30.18,8.0,28.0,8.5,2012,1,24,1654,0714,BR
24,19,2012-01-25,35.0,22.0,29.0,8.0,24.0,28.0,36.0,0.0,0.0,0.0,29.44,30.24,3.7,18.0,4.0,2012,1,25,1655,0713,BR HZ
25,19,2012-01-26,38.0,31.0,35.0,14.0,38.9326171875,44.20486815415821,30.0,0.0,0.0,0.0,29.02,30.012123287671244,3.7,22.0,6.2,2012,1,26,1656,0712,BR
26,19,2012-01-27,42.0,31.0,37.0,16.0,23.0,31.0,28.0,0.0,0.1,0.11526315789473678,29.1,29.86,7.8,27.0,10.0,2012,1,27,1657,0711,SN BR HZ
27,19,2012-01-28,37.0,26.0,32.0,11.0,18.0,26.0,33.0,0.0,0.5,0.05,29.18,29.92,14.2,26.0,15.1,2012,1,28,1659,0711,SN BR
28,19,2012-01-29,30.0,17.0,24.0,3.0,14.0,21.0,41.0,0.0,1.7,0.07,29.33,30.1,7.9,28.0,9.2,2012,1,29,1700,0710,SN BR
29,19,2012-01-30,45.0,14.0,30.0,9.0,24.0,30.0,35.0,0.0,0.0,0.11526315789473678,29.13,29.93,7.1,20.0,8.2,2012,1,30,1701,0709,DZ
30,19,2012-01-31,54.0,40.0,47.0,26.0,37.0,41.0,18.0,0.0,0.0,0.0,29.03,29.79,14.6,23.0,15.1,2012,1,31,1703,0708,HZ
