,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,19,2012-01-01,38.0,25.0,32.0,10.0,26.0,30.0,33.0,0.0,0723,1628,RA SN BR,0.5,0.12,29.06,29.79,14.6,29.0,15.6,2012,1,1
1,19,2012-01-02,25.0,15.0,20.0,2.0,9.0,17.0,45.0,0.0,0723,1629,SN,0.1435924369747899,0.11526315789473678,29.47,30.2,17.8,31.0,18.1,2012,1,2
2,19,2012-01-03,26.0,10.0,18.0,3.0,5.0,15.0,47.0,0.0,0723,1630, ,0.0,0.0,29.43,30.26,5.5,23.0,9.2,2012,1,3
3,19,2012-01-04,34.0,24.0,29.0,8.0,17.0,25.0,36.0,0.0,0723,1631, ,0.0,0.0,29.21,30.0,7.9,27.0,9.7,2012,1,4
4,19,2012-01-05,47.0,26.0,37.0,16.0,26.0,33.0,28.0,0.0,0723,1631, ,0.0,0.0,29.02,29.83,8.4,23.0,8.5,2012,1,5
5,19,2012-01-06,51.0,38.0,45.0,24.0,29.0,38.0,20.0,0.0,0723,1632, ,0.0,0.0,28.95,29.71,7.2,27.0,7.9,2012,1,6
6,19,2012-01-07,41.0,29.0,35.0,14.0,23.0,31.0,30.0,0.0,0722,1633, ,0.0,0.0,29.32,30.03,7.4,30.0,7.7,2012,1,7
7,19,2012-01-08,41.0,19.0,30.0,9.0,21.0,28.0,35.0,0.0,0722,1635, ,0.0,0.0,29.53,30.29,4.4,23.0,4.5,2012,1,8
8,19,2012-01-09,46.0,27.0,37.0,16.0,26.0,32.0,28.0,0.0,0722,1636, ,0.0,0.0,29.23,30.03,11.7,24.0,12.1,2012,1,9
9,19,2012-01-10,50.0,25.0,38.0,17.0,28.0,34.0,27.0,0.0,0722,1637, ,0.0,0.0,29.14,29.93,4.5,21.0,4.9,2012,1,10
10,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,0721,1638,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,2012,1,11
11,19,2012-01-12,36.0,20.0,28.0,8.0,38.9326171875,44.20486815415821,37.0,0.0,0721,1639,DZ SN BR HZ,6.1,0.35,28.72,30.012123287671244,13.2,34.0,14.1,2012,1,12
12,19,2012-01-13,22.0,18.0,20.0,0.0,14.0,19.0,45.0,0.0,0721,1640,SN,0.6,0.05,29.11,29.84,11.0,30.0,11.1,2012,1,13
13,19,2012-01-14,21.0,14.0,18.0,2.0,9.0,15.0,47.0,0.0,0720,1641,SN,0.3,0.01,29.38,30.12,5.4,27.0,5.7,2012,1,14
14,19,2012-01-15,30.0,10.0,20.0,0.0,15.0,21.0,45.0,0.0,0720,1642,SN,0.1435924369747899,0.11526315789473678,29.41,30.22,10.0,18.0,10.8,2012,1,15
15,19,2012-01-16,41.0,29.0,35.0,15.0,28.0,32.0,30.0,0.0,0719,1644,BR,0.0,0.0,29.01,29.81,3.6,22.0,8.3,2012,1,16
16,19,2012-01-17,37.0,13.0,25.0,5.0,38.9326171875,44.20486815415821,40.0,0.0,0719,1645,RA SN BR HZ BLSN,2.3,0.16,29.16,30.012123287671244,13.9,34.0,16.3,2012,1,17
17,19,2012-01-18,24.0,6.0,15.0,5.0,7.0,14.0,50.0,0.0,0718,1646, ,0.0,0.0,29.27,30.09,7.8,22.0,9.7,2012,1,18
18,19,2012-01-19,25.0,0.0,13.0,7.0,5.0,6.0,52.0,0.0,0718,1647, ,0.2,0.11526315789473678,29.29,30.05,12.6,29.0,14.0,2012,1,19
19,19,2012-01-20,14.0,1.0,7.0,13.0,38.9326171875,44.20486815415821,58.0,0.0,0717,1648,SN BR,2.0,0.25,29.41,30.012123287671244,6.5,33.0,6.8,2012,1,20
20,19,2012-01-21,27.0,6.0,17.0,3.0,9.0,15.0,48.0,0.0,0716,1650,SN,0.1435924369747899,0.11526315789473678,29.43,30.23,2.1,32.0,6.6,2012,1,21
21,19,2012-01-22,37.0,21.0,29.0,9.0,38.9326171875,44.20486815415821,36.0,0.0,0716,1651,DZ FZDZ BR,0.0,0.07,29.0,30.012123287671244,11.6,17.0,11.9,2012,1,22
22,19,2012-01-23,42.0,29.0,36.0,15.0,28.0,32.0,29.0,0.0,0715,1652,RA BR,0.1435924369747899,0.24,28.81,29.57,11.3,25.0,14.0,2012,1,23
23,19,2012-01-24,32.0,22.0,27.0,6.0,19.0,25.0,38.0,0.0,0714,1654,BR,0.0,0.0,29.44,30.18,8.0,28.0,8.5,2012,1,24
24,19,2012-01-25,35.0,22.0,29.0,8.0,24.0,28.0,36.0,0.0,0713,1655,BR HZ,0.0,0.0,29.44,30.24,3.7,18.0,4.0,2012,1,25
25,19,2012-01-26,38.0,31.0,35.0,14.0,38.9326171875,44.20486815415821,30.0,0.0,0712,1656,BR,0.0,0.0,29.02,30.012123287671244,3.7,22.0,6.2,2012,1,26
26,19,2012-01-27,42.0,31.0,37.0,16.0,23.0,31.0,28.0,0.0,0711,1657,SN BR HZ,0.1,0.11526315789473678,29.1,29.86,7.8,27.0,10.0,2012,1,27
27,19,2012-01-28,37.0,26.0,32.0,11.0,18.0,26.0,33.0,0.0,0711,1659,SN BR,0.5,0.05,29.18,29.92,14.2,26.0,15.1,2012,1,28
28,19,2012-01-29,30.0,17.0,24.0,3.0,14.0,21.0,41.0,0.0,0710,1700,SN BR,1.7,0.07,29.33,30.1,7.9,28.0,9.2,2012,1,29
29,19,2012-01-30,45.0,14.0,30.0,9.0,24.0,30.0,35.0,0.0,0709,1701,DZ,0.0,0.11526315789473678,29.13,29.93,7.1,20.0,8.2,2012,1,30
30,19,2012-01-31,54.0,40.0,47.0,26.0,37.0,41.0,18.0,0.0,0708,1703,HZ,0.0,0.0,29.03,29.79,14.6,23.0,15.1,2012,1,31
31,19,2012-02-01,41.0,33.0,37.0,15.0,30.0,34.0,28.0,0.0,0707,1704,HZ,0.0,0.0,29.35,30.1,4.4,31.0,5.6,2012,2,1
32,19,2012-02-02,36.0,30.0,33.0,11.0,30.0,32.0,32.0,0.0,0706,1705,BR,0.0,0.0,29.55,30.29,3.1,25.0,4.6,2012,2,2
33,19,2012-02-03,37.0,31.0,34.0,12.0,29.0,33.0,31.0,0.0,0704,1707,BR HZ,0.0,0.0,29.68,30.45,3.5,5.0,4.4,2012,2,3
34,19,2012-02-04,40.0,29.0,35.0,12.0,27.0,33.0,30.0,0.0,0703,1708, ,0.0,0.0,29.5,30.3,4.9,7.0,6.1,2012,2,4
35,19,2012-02-05,42.0,29.0,36.0,13.0,27.0,32.0,29.0,0.0,0702,1709,HZ,0.0,0.0,29.49,30.28,3.1,33.0,5.8,2012,2,5
36,19,2012-02-06,42.0,28.0,35.0,12.0,26.0,30.0,30.0,0.0,0701,1711,BR HZ,0.0,0.0,29.36,30.14,9.4,26.0,9.7,2012,2,6
37,19,2012-02-07,36.0,24.0,30.0,7.0,22.0,27.0,35.0,0.0,0660,1712, ,0.1435924369747899,0.11526315789473678,29.6,30.36,12.2,1.0,13.2,2012,2,7
38,19,2012-02-08,34.0,20.0,27.0,3.0,11.0,22.0,38.0,0.0,0659,1713, ,0.0,0.0,29.55,30.34,7.8,29.0,8.3,2012,2,8
39,19,2012-02-09,37.0,20.0,29.0,5.0,14.0,24.0,36.0,0.0,0657,1715, ,0.0,0.0,29.36,30.17,11.2,24.0,11.4,2012,2,9
40,19,2012-02-10,33.0,10.0,22.0,2.0,38.9326171875,44.20486815415821,43.0,0.0,0656,1716,SN BR HZ BLSN,1.9,0.04,29.29,30.012123287671244,9.5,33.0,14.3,2012,2,10
41,19,2012-02-11,18.0,7.0,13.0,11.0,1.0,10.0,52.0,0.0,0655,1717, ,0.0,0.0,29.55,30.34,16.1,30.0,16.5,2012,2,11
42,19,2012-02-12,33.0,14.0,24.0,1.0,2.0,18.0,41.0,0.0,0653,1719, ,0.0,0.0,29.47,30.27,11.7,28.0,12.0,2012,2,12
43,19,2012-02-13,31.0,16.0,24.0,1.0,15.0,22.0,41.0,0.0,0652,1720,SN BR,0.4,0.03,29.23,30.04,6.1,20.0,6.8,2012,2,13
44,19,2012-02-14,35.0,28.0,32.0,7.0,26.0,30.0,33.0,0.0,0651,1721,SN BR HZ,0.1435924369747899,0.11526315789473678,29.13,29.89,7.5,23.0,7.7,2012,2,14
45,19,2012-02-15,48.0,33.0,41.0,16.0,32.0,35.0,24.0,0.0,0649,1723,RA BR HZ,0.0,0.02,29.24,30.01,6.5,20.0,8.0,2012,2,15
46,19,2012-02-16,45.0,34.0,40.0,14.0,26.0,34.0,25.0,0.0,0648,1724,RA BR HZ,0.0,0.11526315789473678,29.27,30.03,7.8,28.0,8.5,2012,2,16
47,19,2012-02-17,40.0,26.0,33.0,7.0,26.0,31.0,32.0,0.0,0646,1725,SN BR,0.1,0.01,29.29,30.06,3.6,23.0,5.2,2012,2,17
48,19,2012-02-18,38.0,23.0,31.0,5.0,19.0,27.0,34.0,0.0,0645,1726, ,0.1435924369747899,0.11526315789473678,29.43,30.18,6.0,36.0,7.3,2012,2,18
49,19,2012-02-19,37.0,19.0,28.0,1.0,20.0,26.0,37.0,0.0,0643,1728,BR HZ,0.0,0.0,29.44,30.21,2.2,16.0,4.2,2012,2,19
50,19,2012-02-20,41.0,21.0,31.0,4.0,22.0,29.0,34.0,0.0,0642,1729,HZ,0.0,0.0,29.38,30.18,9.7,15.0,10.3,2012,2,20
51,19,2012-02-21,42.0,33.0,38.0,11.0,29.0,33.0,27.0,0.0,0640,1730,RA SN BR HZ,0.1,0.05,28.87,29.67,9.4,23.0,11.8,2012,2,21
52,19,2012-02-22,45.0,29.0,37.0,10.0,26.0,32.0,28.0,0.0,0639,1732,RA,0.0,0.01,28.72,29.51,8.8,25.0,9.4,2012,2,22
53,19,2012-02-23,39.0,23.0,31.0,3.0,38.9326171875,44.20486815415821,34.0,0.0,0637,1733,RA SN BR HZ,1.6,0.12,28.8,30.012123287671244,6.0,7.0,7.4,2012,2,23
54,19,2012-02-24,35.0,27.0,31.0,3.0,25.0,29.0,34.0,0.0,0636,1734,SN BR HZ,4.7,0.5,28.96,29.69,10.4,32.0,13.5,2012,2,24
55,19,2012-02-25,31.0,17.0,24.0,4.0,13.0,21.0,41.0,0.0,0634,1735, ,0.1435924369747899,0.11526315789473678,29.42,30.17,9.2,28.0,10.8,2012,2,25
