,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,2,2012-01-01,48.0,33.0,41.0,16.0,37.0,39.0,24.0,0.0,0716,1626,RA,0.0,0.07,28.82,29.91,9.1,23.0,11.3,2012,1,1
1,2,2012-01-02,46.0,28.0,37.0,12.0,24.0,32.0,28.0,0.0,0716,1627, ,0.22693110647181636,0.01,28.51,29.62,12.7,26.0,13.3,2012,1,2
2,2,2012-01-03,28.0,9.0,19.0,6.0,4.0,16.0,46.0,0.0,0716,1628, ,0.0,0.0,28.69,29.85,12.3,31.0,12.8,2012,1,3
3,2,2012-01-04,21.0,5.0,13.0,11.0,0.0,11.0,52.0,0.0,0716,1629, ,0.0,0.0,28.87,30.01,10.1,27.0,11.7,2012,1,4
4,2,2012-01-05,31.0,20.0,26.0,2.0,12.0,21.0,39.0,0.0,0716,1630, ,0.0,0.0,28.7,29.84,10.9,26.0,11.3,2012,1,5
5,2,2012-01-06,47.0,21.0,34.0,10.0,23.0,30.0,31.0,0.0,0716,1630,SN,0.2,0.01,28.71,29.81,6.4,22.0,6.8,2012,1,6
6,2,2012-01-07,56.0,37.0,47.0,23.0,29.0,38.0,18.0,0.0,0716,1631, ,0.0,0.0,28.63,29.75,8.9,26.0,9.6,2012,1,7
7,2,2012-01-08,39.0,25.0,32.0,8.0,20.0,29.0,33.0,0.0,0716,1633, ,0.0,0.0,28.95,30.11,10.8,29.0,11.0,2012,1,8
8,2,2012-01-09,38.0,21.0,30.0,6.0,12.0,44.661432777232584,35.0,0.0,0716,1634, ,0.0,0.0,29.05,30.00888671874994,6.9,25.0,7.9,2012,1,9
9,2,2012-01-10,41.0,25.0,33.0,9.0,24.0,30.0,32.0,0.0,0716,1635,SN,0.22693110647181636,0.14992152466367728,28.74,29.86,9.6,26.0,10.0,2012,1,10
10,2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,0715,1636, ,0.0,0.0,28.92,30.06,1.5,9.0,4.5,2012,1,11
11,2,2012-01-12,33.0,30.0,32.0,8.0,31.0,31.0,33.0,0.0,0715,1637,RA SN FG+ FG FZFG BR UP,3.6,1.06,28.62,29.69,10.5,5.0,10.7,2012,1,12
12,2,2012-01-13,40.0,24.0,32.0,8.0,24.0,28.0,33.0,0.0,0715,1638,FZRA FG+ FZFG UP,0.22693110647181636,0.09,28.3,29.4,9.7,24.0,15.8,2012,1,13
13,2,2012-01-14,28.0,12.0,20.0,3.0,8.0,19.0,45.0,0.0,0714,1639, ,0.0,0.0,28.64,29.81,16.1,27.0,16.7,2012,1,14
14,2,2012-01-15,13.0,2.0,8.0,15.0,3.0,5.0,57.0,0.0,0714,1640, ,0.0,0.0,29.05,30.28,13.6,31.0,13.8,2012,1,15
15,2,2012-01-16,30.0,4.0,17.0,6.0,3.0,14.0,48.0,0.0,0713,1641,SN FZFG BR UP,2.0,0.15,29.27,30.41,8.6,24.0,12.0,2012,1,16
