,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum
0,11,2012-01-01,72.0,48.0,60.0,7.0,54.0,56.0,5.0,0.0,444.0,1057.0,0.0,0.0,30.15,30.18,4.6,23.0,4.8,2012,1,1,FG+ FG BR
1,11,2012-01-02,63.0,40.0,52.0,1.0,31.0,44.0,13.0,0.0,444.0,1058.0,0.0,0.0,30.1,30.14,10.2,29.0,11.1,2012,1,2, 
2,11,2012-01-03,44.0,25.0,35.0,18.0,12.0,28.0,30.0,0.0,444.0,1058.0,0.0,0.0,30.26,30.33,9.3,31.0,9.7,2012,1,3, 
3,11,2012-01-04,54.0,22.0,38.0,15.0,15.0,29.0,27.0,0.0,444.0,1059.0,0.0,0.0,30.34,30.37,2.3,27.0,3.1,2012,1,4, 
4,11,2012-01-05,68.0,31.0,50.0,3.0,35.0,41.0,15.0,0.0,444.0,1060.0,0.0,0.0,29.36,30.21,6.6,27.0,4.9,2012,1,5, 
5,11,2012-01-06,71.0,36.0,54.0,1.0,40.0,46.0,11.0,0.0,445.0,1061.0,0.0,0.0,30.12,30.16,1.8,25.0,2.1,2012,1,6,FG+ BR
6,11,2012-01-07,73.0,42.0,58.0,5.0,48.0,51.0,7.0,0.0,445.0,1062.0,0.0,0.0,30.1,30.15,2.0,27.0,2.3,2012,1,7,FG+ FG BR
7,11,2012-01-08,75.0,42.0,59.0,6.0,49.0,53.0,6.0,0.0,445.0,1062.0,0.0,0.0,30.17,30.21,2.0,15.0,2.5,2012,1,8,BR
8,11,2012-01-09,76.0,46.0,61.0,8.0,51.0,54.0,4.0,0.0,445.0,1063.0,0.0,0.0,30.14,30.17,1.6,25.0,1.8,2012,1,9,FG BR
9,11,2012-01-10,76.0,47.0,62.0,9.0,54.0,57.0,3.0,0.0,445.0,1064.0,0.0,0.0,30.02,30.05,3.7,17.0,4.1,2012,1,10,BR
10,11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,445.0,1065.0,0.0,0.0,29.75,29.78,9.3,21.0,11.3,2012,1,11,RA
11,11,2012-01-12,74.0,47.0,61.0,8.0,52.0,56.0,4.0,0.0,445.0,1066.0,0.0,0.0,29.79,29.84,10.8,24.0,11.4,2012,1,12,BR
12,11,2012-01-13,63.0,38.0,51.0,2.0,21.0,37.0,14.0,0.0,445.0,1066.0,0.0,0.0,30.04,30.13,9.6,28.0,10.0,2012,1,13, 
13,11,2012-01-14,56.0,29.0,43.0,10.0,21.0,34.0,22.0,0.0,444.0,1067.0,0.0,0.0,30.27,30.31,5.6,30.0,6.1,2012,1,14, 
14,11,2012-01-15,63.0,33.0,48.0,5.0,27.0,38.0,17.0,0.0,444.0,1068.0,0.0,0.0,30.35,30.41,4.3,29.0,5.0,2012,1,15, 
