,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum
0,2,2012-01-01,48.0,33.0,41.0,16.0,37.0,39.0,24.0,0.0,436.0,986.0,0.0,0.07,28.82,29.91,9.1,23.0,11.3,2012,1,1,RA
1,2,2012-01-02,46.0,28.0,37.0,12.0,24.0,32.0,28.0,0.0,436.0,987.0,0.0,0.01,28.51,29.62,12.7,26.0,13.3,2012,1,2, 
2,2,2012-01-03,28.0,9.0,19.0,6.0,4.0,16.0,46.0,0.0,436.0,988.0,0.0,0.0,28.69,29.85,12.3,31.0,12.8,2012,1,3, 
3,2,2012-01-04,21.0,5.0,13.0,11.0,0.0,11.0,52.0,0.0,436.0,989.0,0.0,0.0,28.87,30.01,10.1,27.0,11.7,2012,1,4, 
4,2,2012-01-05,31.0,20.0,26.0,2.0,12.0,21.0,39.0,0.0,436.0,990.0,0.0,0.0,28.7,29.84,10.9,26.0,11.3,2012,1,5, 
5,2,2012-01-06,47.0,21.0,34.0,10.0,23.0,30.0,31.0,0.0,436.0,990.0,0.2,0.01,28.71,29.81,6.4,22.0,6.8,2012,1,6,SN
6,2,2012-01-07,56.0,37.0,47.0,23.0,29.0,38.0,18.0,0.0,436.0,991.0,0.0,0.0,28.63,29.75,8.9,26.0,9.6,2012,1,7, 
7,2,2012-01-08,39.0,25.0,32.0,8.0,20.0,29.0,33.0,0.0,436.0,993.0,0.0,0.0,28.95,30.11,10.8,29.0,11.0,2012,1,8, 
8,2,2012-01-09,38.0,21.0,30.0,6.0,12.0,25.0,35.0,0.0,436.0,994.0,0.0,0.0,29.05,30.0,6.9,25.0,7.9,2012,1,9, 
9,2,2012-01-10,41.0,25.0,33.0,9.0,24.0,30.0,32.0,0.0,436.0,995.0,0.0,0.0,28.74,29.86,9.6,26.0,10.0,2012,1,10,SN
10,2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,435.0,996.0,0.0,0.0,28.92,30.06,1.5,9.0,4.5,2012,1,11, 
11,2,2012-01-12,33.0,30.0,32.0,8.0,31.0,31.0,33.0,0.0,435.0,997.0,3.6,1.06,28.62,29.69,10.5,5.0,10.7,2012,1,12,RA SN FG+ FG FZFG BR UP
12,2,2012-01-13,40.0,24.0,32.0,8.0,24.0,28.0,33.0,0.0,435.0,998.0,0.0,0.09,28.3,29.4,9.7,24.0,15.8,2012,1,13,FZRA FG+ FZFG UP
13,2,2012-01-14,28.0,12.0,20.0,3.0,8.0,19.0,45.0,0.0,434.0,999.0,0.0,0.0,28.64,29.81,16.1,27.0,16.7,2012,1,14, 
14,2,2012-01-15,13.0,2.0,8.0,15.0,3.0,5.0,57.0,0.0,434.0,1000.0,0.0,0.0,29.05,30.28,13.6,31.0,13.8,2012,1,15, 
15,2,2012-01-16,30.0,4.0,17.0,6.0,3.0,14.0,48.0,0.0,433.0,1001.0,2.0,0.15,29.27,30.41,8.6,24.0,12.0,2012,1,16,SN FZFG BR UP
16,2,2012-01-17,44.0,30.0,37.0,14.0,33.0,35.0,28.0,0.0,433.0,1003.0,1.2,0.09,28.74,29.8,13.5,23.0,13.8,2012,1,17,RA SN FG+ BR
17,2,2012-01-18,46.0,16.0,31.0,8.0,14.0,25.0,34.0,0.0,432.0,1004.0,0.0,0.0,28.62,29.81,17.0,28.0,19.2,2012,1,18, 
18,2,2012-01-19,26.0,10.0,18.0,5.0,9.0,16.0,47.0,0.0,432.0,1005.0,1.3,0.14,29.02,30.13,2.0,12.0,6.8,2012,1,19,SN BR
19,2,2012-01-20,27.0,15.0,21.0,2.0,11.0,19.0,44.0,0.0,431.0,1006.0,1.0,0.01,28.92,30.09,9.3,28.0,10.0,2012,1,20,SN BR
20,2,2012-01-21,17.0,12.0,15.0,8.0,9.0,14.0,50.0,0.0,430.0,1007.0,4.3,0.31,29.04,30.2,6.4,3.0,6.7,2012,1,21,SN FZFG BR
21,2,2012-01-22,28.0,11.0,20.0,3.0,11.0,17.0,45.0,0.0,430.0,1009.0,0.0,0.0,29.31,30.5,4.0,4.0,6.0,2012,1,22, 
22,2,2012-01-23,47.0,24.0,36.0,13.0,29.0,31.0,29.0,0.0,429.0,1010.0,0.0,0.17,29.14,30.22,2.5,12.0,3.8,2012,1,23,RA SN FG+ FG BR
23,2,2012-01-24,50.0,35.0,43.0,20.0,38.0,42.0,22.0,0.0,428.0,1011.0,0.0,0.03,28.8,29.93,11.1,26.0,12.6,2012,1,24,BR
24,2,2012-01-25,36.0,31.0,34.0,11.0,23.0,29.0,31.0,0.0,427.0,1012.0,0.0,0.0,29.03,30.16,11.5,29.0,11.9,2012,1,25, 
25,2,2012-01-26,38.0,28.0,33.0,10.0,28.0,31.0,32.0,0.0,427.0,1014.0,0.0,0.2,29.02,30.12,1.7,12.0,5.0,2012,1,26,FZRA SN FG+ FZFG BR UP
26,2,2012-01-27,40.0,31.0,36.0,13.0,33.0,34.0,29.0,0.0,426.0,1015.0,0.0,0.69,28.48,29.56,5.6,32.0,12.0,2012,1,27,RA FZRA FG+ FG BR UP
27,2,2012-01-28,43.0,31.0,37.0,14.0,26.0,32.0,28.0,0.0,425.0,1016.0,0.0,0.06,28.74,29.88,8.8,25.0,11.1,2012,1,28,SN
28,2,2012-01-29,37.0,30.0,34.0,10.0,14.0,27.0,31.0,0.0,424.0,1018.0,0.0,0.0,28.88,30.01,13.3,25.0,13.7,2012,1,29, 
29,2,2012-01-30,34.0,23.0,29.0,5.0,15.0,25.0,36.0,0.0,423.0,1019.0,0.0,0.0,28.95,30.11,10.7,28.0,12.4,2012,1,30, 
30,2,2012-01-31,45.0,24.0,35.0,11.0,21.0,29.0,30.0,0.0,422.0,1020.0,0.0,0.0,29.0,30.11,1.5,11.0,3.2,2012,1,31, 
31,2,2012-02-01,55.0,33.0,44.0,20.0,33.0,39.0,21.0,0.0,421.0,1021.0,0.0,0.01,28.77,29.87,11.1,26.0,11.9,2012,2,1,RA
32,2,2012-02-02,38.0,28.0,33.0,9.0,26.0,31.0,32.0,0.0,420.0,1023.0,0.0,0.0,28.9,30.04,3.3,34.0,6.1,2012,2,2,BR
33,2,2012-02-03,36.0,19.0,28.0,4.0,12.0,23.0,37.0,0.0,419.0,1024.0,0.0,0.0,29.15,30.31,9.0,31.0,10.3,2012,2,3, 
34,2,2012-02-04,39.0,25.0,32.0,8.0,17.0,27.0,33.0,0.0,418.0,1025.0,0.0,0.0,29.05,30.17,7.8,29.0,9.2,2012,2,4, 
35,2,2012-02-05,33.0,17.0,25.0,1.0,7.0,20.0,40.0,0.0,417.0,1027.0,0.0,0.0,28.97,30.11,4.2,31.0,5.6,2012,2,5, 
36,2,2012-02-06,47.0,23.0,35.0,11.0,18.0,29.0,30.0,0.0,416.0,1028.0,0.0,0.0,28.84,29.94,14.4,26.0,14.6,2012,2,6, 
