,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum
0,10,2012-01-01,73.0,53.0,63.0,14.0,55.0,58.0,2.0,0.0,443.0,1058.0,0.0,0.0,30.16,30.19,5.1,24.0,5.5,2012,1,1,FG+ FG BR
1,10,2012-01-02,65.0,45.0,55.0,8.0,33.0,46.0,10.0,0.0,443.0,1058.0,0.0,0.0,30.11,30.14,10.2,30.0,11.2,2012,1,2, 
2,10,2012-01-03,48.0,34.0,41.0,10.0,11.0,31.0,24.0,0.0,443.0,1059.0,0.0,0.0,30.27,30.33,11.8,31.0,12.1,2012,1,3, 
3,10,2012-01-04,53.0,32.0,43.0,10.0,16.0,33.0,22.0,0.0,444.0,1060.0,0.0,0.0,30.35,30.38,3.0,29.0,5.8,2012,1,4, 
4,10,2012-01-05,68.0,36.0,52.0,0.0,37.0,45.0,13.0,0.0,444.0,1060.0,0.0,0.0,30.2,30.21,8.0,27.0,8.3,2012,1,5, 
5,10,2012-01-06,72.0,44.0,58.0,12.0,44.0,50.0,7.0,0.0,444.0,1061.0,0.0,0.0,30.14,30.16,2.8,21.0,4.4,2012,1,6,FG+ BR
6,10,2012-01-07,71.0,49.0,60.0,1.0,51.0,54.0,5.0,0.0,444.0,1062.0,0.0,0.01,30.11,30.15,1.9,20.0,3.0,2012,1,7,FG+ FG BR
7,10,2012-01-08,75.0,49.0,62.0,12.0,51.0,55.0,3.0,0.0,444.0,1063.0,0.0,0.0,30.17,30.21,3.0,14.0,3.1,2012,1,8, 
8,10,2012-01-09,75.0,52.0,64.0,7.0,54.0,58.0,1.0,0.0,444.0,1064.0,0.0,0.0,30.14,30.17,2.2,16.0,2.4,2012,1,9,BR
9,10,2012-01-10,74.0,56.0,65.0,14.0,56.0,60.0,0.0,0.0,444.0,1064.0,0.0,0.0,30.03,30.05,3.6,17.0,4.1,2012,1,10,RA BR HZ
10,10,2012-01-11,75.0,59.0,67.0,15.0,55.0,60.0,0.0,2.0,444.0,1065.0,0.0,0.04,29.77,29.78,10.4,20.0,13.0,2012,1,11,RA
11,10,2012-01-12,75.0,52.0,64.0,8.0,52.0,58.0,1.0,0.0,444.0,1066.0,0.0,0.0,29.8,29.84,10.7,24.0,11.4,2012,1,12, 
12,10,2012-01-13,65.0,43.0,54.0,8.0,23.0,39.0,11.0,0.0,444.0,1067.0,0.0,0.0,30.06,30.12,8.6,29.0,9.3,2012,1,13, 
13,10,2012-01-14,57.0,37.0,47.0,6.0,21.0,37.0,18.0,0.0,444.0,1068.0,0.0,0.0,30.27,30.31,7.3,31.0,8.4,2012,1,14, 
14,10,2012-01-15,65.0,38.0,52.0,0.0,29.0,41.0,13.0,0.0,444.0,1069.0,0.0,0.0,30.36,30.41,5.2,31.0,7.6,2012,1,15, 
15,10,2012-01-16,68.0,42.0,55.0,12.0,44.0,50.0,10.0,0.0,444.0,1069.0,0.0,0.0,30.42,30.44,3.1,7.0,5.6,2012,1,16, 
16,10,2012-01-17,76.0,51.0,64.0,14.0,50.0,56.0,1.0,0.0,443.0,1070.0,0.0,0.0,30.24,30.24,4.1,22.0,5.0,2012,1,17, 
17,10,2012-01-18,64.0,53.0,59.0,14.0,54.0,57.0,6.0,0.0,443.0,1071.0,0.0,0.12,30.03,30.05,4.5,24.0,6.5,2012,1,18,RA BR
18,10,2012-01-19,65.0,44.0,55.0,0.0,33.0,45.0,10.0,0.0,443.0,1072.0,0.0,0.0,30.1,30.14,3.5,36.0,6.9,2012,1,19, 
19,10,2012-01-20,75.0,45.0,60.0,12.0,46.0,53.0,5.0,0.0,443.0,1073.0,0.0,0.0,30.12,30.15,5.8,18.0,6.2,2012,1,20, 
20,10,2012-01-21,73.0,58.0,66.0,14.0,53.0,58.0,0.0,1.0,442.0,1074.0,0.0,0.0,30.06,30.09,7.2,19.0,7.7,2012,1,21, 
21,10,2012-01-22,75.0,57.0,66.0,14.0,58.0,61.0,0.0,1.0,442.0,1075.0,0.0,0.0,30.08,30.12,2.4,6.0,5.0,2012,1,22,BR
22,10,2012-01-23,79.0,61.0,70.0,14.0,59.0,63.0,0.0,5.0,442.0,1076.0,0.0,0.0,30.09,30.11,2.9,16.0,4.7,2012,1,23,FG+ FG BR
23,10,2012-01-24,81.0,62.0,72.0,14.0,59.0,63.0,0.0,7.0,441.0,1076.0,0.0,0.0,30.11,30.15,2.7,15.0,4.4,2012,1,24,BCFG BR
24,10,2012-01-25,77.0,61.0,69.0,14.0,61.0,63.0,0.0,4.0,441.0,1077.0,0.0,0.0,30.14,30.17,3.4,9.0,3.6,2012,1,25,FG+ BR
25,10,2012-01-26,81.0,63.0,72.0,15.0,61.0,65.0,0.0,7.0,440.0,1078.0,0.0,0.01,30.01,30.02,6.6,17.0,6.9,2012,1,26,MIFG
26,10,2012-01-27,73.0,58.0,66.0,15.0,54.0,60.0,0.0,1.0,440.0,1079.0,0.0,0.08,29.9,29.94,8.8,24.0,11.8,2012,1,27,RA DZ BR
27,10,2012-01-28,72.0,47.0,60.0,4.0,43.0,51.0,5.0,0.0,440.0,1080.0,0.0,0.0,30.09,30.14,2.2,29.0,3.4,2012,1,28, 
28,10,2012-01-29,66.0,46.0,56.0,12.0,42.0,49.0,9.0,0.0,439.0,1081.0,0.0,0.0,30.26,30.3,7.0,1.0,8.3,2012,1,29, 
29,10,2012-01-30,66.0,45.0,56.0,12.0,37.0,47.0,9.0,0.0,439.0,1082.0,0.0,0.0,30.37,30.4,5.7,3.0,7.2,2012,1,30, 
30,10,2012-01-31,73.0,48.0,61.0,12.0,50.0,55.0,4.0,0.0,438.0,1082.0,0.0,0.0,30.34,30.35,5.0,6.0,6.0,2012,1,31, 
31,10,2012-02-01,77.0,60.0,69.0,14.0,56.0,61.0,0.0,4.0,437.0,1083.0,0.0,0.0,30.21,30.22,4.3,16.0,5.1,2012,2,1, 
32,10,2012-02-02,78.0,63.0,71.0,14.0,58.0,62.0,0.0,6.0,437.0,1084.0,0.0,0.01,30.13,30.16,1.5,31.0,4.3,2012,2,2,MIFG
33,10,2012-02-03,74.0,60.0,67.0,14.0,57.0,61.0,0.0,2.0,436.0,1085.0,0.0,0.0,30.22,30.25,6.9,4.0,7.3,2012,2,3,MIFG
34,10,2012-02-04,76.0,61.0,69.0,14.0,59.0,62.0,0.0,4.0,436.0,1086.0,0.0,0.0,30.17,30.18,4.9,11.0,6.3,2012,2,4,MIFG
35,10,2012-02-05,81.0,61.0,71.0,14.0,61.0,65.0,0.0,6.0,435.0,1087.0,0.0,0.0,30.03,30.05,1.6,21.0,4.0,2012,2,5,BR
36,10,2012-02-06,71.0,59.0,65.0,6.0,58.0,61.0,0.0,0.0,434.0,1088.0,0.0,0.0,30.06,30.09,9.2,3.0,9.7,2012,2,6,BR HZ
37,10,2012-02-07,67.0,58.0,63.0,6.0,53.0,56.0,2.0,0.0,433.0,1088.0,0.0,0.0,30.08,30.1,8.7,3.0,8.9,2012,2,7,HZ
38,10,2012-02-08,73.0,53.0,63.0,14.0,47.0,53.0,2.0,0.0,433.0,1089.0,0.0,0.0,30.08,30.11,6.2,36.0,7.1,2012,2,8, 
39,10,2012-02-09,68.0,50.0,59.0,8.0,44.0,51.0,6.0,0.0,432.0,1090.0,0.0,0.0,30.14,30.17,9.9,1.0,10.8,2012,2,9, 
40,10,2012-02-10,75.0,56.0,66.0,14.0,56.0,59.0,0.0,1.0,431.0,1091.0,0.0,0.02,30.03,30.03,2.8,1.0,5.7,2012,2,10,RA BR
41,10,2012-02-11,61.0,39.0,50.0,8.0,36.0,46.0,15.0,0.0,430.0,1092.0,0.0,0.03,29.93,29.98,12.9,31.0,13.3,2012,2,11,RA BR HZ
42,10,2012-02-12,50.0,30.0,40.0,10.0,10.0,30.0,25.0,0.0,430.0,1093.0,0.0,0.0,30.27,30.31,9.4,33.0,10.0,2012,2,12, 
43,10,2012-02-13,60.0,31.0,46.0,8.0,27.0,39.0,19.0,0.0,429.0,1093.0,0.0,0.0,30.23,30.24,1.1,6.0,4.9,2012,2,13, 
44,10,2012-02-14,74.0,49.0,62.0,1.0,50.0,55.0,3.0,0.0,428.0,1094.0,0.0,0.0,30.06,30.08,4.2,17.0,5.7,2012,2,14,RA BR
45,10,2012-02-15,71.0,61.0,66.0,6.0,59.0,61.0,0.0,1.0,427.0,1095.0,0.0,0.18,30.12,30.16,2.8,5.0,3.9,2012,2,15,RA BR
46,10,2012-02-16,78.0,61.0,70.0,14.0,59.0,63.0,0.0,5.0,426.0,1096.0,0.0,0.0,30.11,30.11,4.0,22.0,5.8,2012,2,16,BR
47,10,2012-02-17,68.0,61.0,65.0,14.0,61.0,63.0,0.0,0.0,425.0,1097.0,0.0,0.06,30.01,30.04,2.3,5.0,4.4,2012,2,17,RA BR HZ
48,10,2012-02-18,71.0,60.0,66.0,6.0,59.0,61.0,0.0,1.0,424.0,1097.0,0.0,0.0,29.95,29.96,2.5,3.0,3.8,2012,2,18,BR
49,10,2012-02-19,83.0,62.0,73.0,15.0,58.0,63.0,0.0,8.0,423.0,1098.0,0.0,0.0,29.75,29.78,12.7,23.0,14.9,2012,2,19,RA
50,10,2012-02-20,62.0,52.0,57.0,8.0,41.0,48.0,8.0,0.0,422.0,1099.0,0.0,0.0,30.09,30.15,10.0,1.0,12.2,2012,2,20, 
51,10,2012-02-21,69.0,54.0,62.0,1.0,50.0,55.0,3.0,0.0,421.0,1100.0,0.0,0.0,30.16,30.19,1.4,10.0,5.7,2012,2,21, 
