,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,sunrise,codesum
0,14,2012-01-01,50.0,34.0,42.0,5.0,25.0,35.0,23.0,0.0,0.0,0.0,29.13,30.52,11.4,32.0,11.3,2012,1,1,1729,0739, 
1,14,2012-01-02,45.0,26.0,36.0,1.0,16.0,29.0,29.0,0.0,0.0,0.0,29.21,30.65,6.3,35.0,7.4,2012,1,2,1729,0739, 
2,14,2012-01-03,60.0,24.0,42.0,5.0,23.0,33.0,23.0,0.0,0.0,0.0,28.84,30.3,12.4,18.0,12.7,2012,1,3,1730,0740, 
3,14,2012-01-04,58.0,32.0,45.0,9.0,27.0,37.0,20.0,0.0,0.0,0.0,28.89,30.29,6.1,34.0,7.6,2012,1,4,1731,0740, 
4,14,2012-01-05,67.0,29.0,48.0,12.0,28.0,38.0,17.0,0.0,0.0,0.0,28.71,30.14,9.8,21.0,10.3,2012,1,5,1732,0740, 
5,14,2012-01-06,67.0,37.0,52.0,16.0,31.0,42.0,13.0,0.0,0.0,0.0,28.5,29.89,5.1,21.0,12.2,2012,1,6,1733,0740, 
6,14,2012-01-07,59.0,38.0,49.0,13.0,24.0,38.0,16.0,0.0,0.0,0.0,28.66,30.05,11.0,3.0,11.8,2012,1,7,1734,0740, 
7,14,2012-01-08,51.0,42.0,47.0,11.0,26.0,38.0,18.0,0.0,0.0,0.0,28.76,30.14,10.5,2.0,10.8,2012,1,8,1735,0740, 
8,14,2012-01-09,51.0,32.0,42.0,6.0,26.0,35.0,23.0,0.0,0.0,0.0,28.77,30.19,10.5,36.0,10.6,2012,1,9,1735,0740, 
9,14,2012-01-10,54.0,30.0,42.0,6.0,28.0,37.0,23.0,0.0,0.0,0.11490889603429796,28.5,29.93,6.6,36.0,8.0,2012,1,10,1736,0740,RA
10,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,0.019621513944223106,0.11490889603429796,28.45,29.82,14.2,35.0,15.6,2012,1,11,1737,0740,SN
11,14,2012-01-12,37.0,18.0,28.0,8.0,2.0,22.0,37.0,0.0,0.0,0.0,28.76,30.16,16.8,32.0,17.3,2012,1,12,1738,0739, 
12,14,2012-01-13,52.0,18.0,35.0,1.0,15.0,27.0,30.0,0.0,0.0,0.0,28.74,30.17,4.4,23.0,5.8,2012,1,13,1739,0739, 
13,14,2012-01-14,58.0,29.0,44.0,8.0,15.0,33.0,21.0,0.0,0.0,0.0,28.81,30.22,2.9,34.0,7.6,2012,1,14,1740,0739, 
14,14,2012-01-15,61.0,28.0,45.0,9.0,31.0,40.0,20.0,0.0,0.0,0.0,28.61,30.03,14.7,17.0,15.1,2012,1,15,1741,0739, 
15,14,2012-01-16,69.0,52.0,61.0,25.0,49.0,53.0,4.0,0.0,0.0,0.0,28.41,29.81,19.7,20.0,20.0,2012,1,16,1742,0738, 
16,14,2012-01-17,62.0,25.0,44.0,8.0,17.0,28.0,21.0,0.0,0.0,0.0,28.89,30.25,16.4,35.0,17.9,2012,1,17,1743,0738, 
17,14,2012-01-18,46.0,17.0,32.0,4.0,18.0,28.0,33.0,0.0,0.0,0.0,28.71,30.15,7.5,19.0,9.0,2012,1,18,1744,0738, 
18,14,2012-01-19,54.0,30.0,42.0,6.0,27.0,35.0,23.0,0.0,0.0,0.0,28.48,29.9,4.0,36.0,9.4,2012,1,19,1745,0737, 
19,14,2012-01-20,48.0,28.0,38.0,1.0,24.0,32.0,27.0,0.0,0.0,0.0,28.45,29.82,9.4,36.0,11.7,2012,1,20,1746,0737, 
20,14,2012-01-21,43.0,21.0,32.0,5.0,16.0,26.0,33.0,0.0,0.0,0.0,28.56,30.0,3.0,4.0,10.8,2012,1,21,1747,0737, 
21,14,2012-01-22,70.0,34.0,52.0,15.0,47.01841085271318,54.07017543859649,13.0,0.0,0.0,0.0,28.27,29.99105882352942,12.4,23.0,22.0,2012,1,22,1748,0736,BR HZ DU SQ
22,14,2012-01-23,57.0,34.0,46.0,9.0,24.0,36.0,19.0,0.0,0.0,0.0,28.64,29.99105882352942,2.7,25.0,6.7,2012,1,23,1749,0736, 
23,14,2012-01-24,65.0,34.0,50.0,13.0,32.0,41.0,15.0,0.0,0.0,1.52,28.62,30.01,11.4,13.0,13.1,2012,1,24,1750,0735,RA BR
24,14,2012-01-25,51.0,38.0,45.0,8.0,40.0,42.0,20.0,0.0,0.0,0.71,28.56,29.98,12.6,1.0,14.0,2012,1,25,1751,0735,RA BR
25,14,2012-01-26,55.0,33.0,44.0,7.0,33.0,38.0,21.0,0.0,0.0,0.0,28.58,29.97,7.9,33.0,9.0,2012,1,26,1752,0734,BR
26,14,2012-01-27,62.0,35.0,49.0,11.0,32.0,40.0,16.0,0.0,0.0,0.0,28.61,29.96,3.2,27.0,17.2,2012,1,27,1753,0733, 
27,14,2012-01-28,49.0,29.0,39.0,1.0,22.0,31.0,26.0,0.0,0.0,0.0,29.01,30.41,3.8,31.0,7.2,2012,1,28,1754,0733, 
28,14,2012-01-29,58.0,27.0,43.0,5.0,27.0,35.0,22.0,0.0,0.0,0.0,28.87,30.3,10.8,20.0,11.2,2012,1,29,1755,0732, 
29,14,2012-01-30,65.0,35.0,50.0,12.0,38.0,45.0,15.0,0.0,0.0,0.0,28.63,30.05,15.9,18.0,16.3,2012,1,30,1756,0731, 
30,14,2012-01-31,66.0,44.0,55.0,17.0,44.0,50.0,10.0,0.0,0.0,0.0,28.59,29.96,11.2,22.0,15.7,2012,1,31,1757,0731, 
31,14,2012-02-01,65.0,37.0,51.0,12.0,32.0,42.0,14.0,0.0,0.0,0.0,28.72,30.11,6.9,1.0,7.3,2012,2,1,1758,0730, 
32,14,2012-02-02,65.0,38.0,52.0,13.0,42.0,48.0,13.0,0.0,0.0,0.11490889603429796,28.65,30.06,11.1,13.0,12.2,2012,2,2,1759,0729,RA
33,14,2012-02-03,65.0,44.0,55.0,16.0,53.0,54.0,10.0,0.0,0.0,0.21,28.55,29.91,4.0,16.0,16.5,2012,2,3,1800,0728,TS RA DZ BR
34,14,2012-02-04,44.0,38.0,41.0,1.0,33.0,38.0,24.0,0.0,0.0,0.0,28.85,30.23,19.9,33.0,20.1,2012,2,4,1800,0728, 
35,14,2012-02-05,50.0,35.0,43.0,3.0,27.0,35.0,22.0,0.0,0.0,0.0,28.96,30.37,12.3,36.0,12.7,2012,2,5,1801,0727, 
36,14,2012-02-06,54.0,27.0,41.0,1.0,25.0,35.0,24.0,0.0,0.0,0.0,28.85,30.28,0.7,3.0,3.1,2012,2,6,1802,0726, 
37,14,2012-02-07,54.0,35.0,45.0,5.0,31.0,38.0,20.0,0.0,0.0,0.0,28.9,30.29,8.6,35.0,9.0,2012,2,7,1803,0725, 
38,14,2012-02-08,38.0,28.0,33.0,7.0,27.0,32.0,32.0,0.0,0.0,0.0,29.0,30.43,5.1,34.0,7.5,2012,2,8,1804,0724, 
39,14,2012-02-09,42.0,27.0,35.0,6.0,31.0,34.0,30.0,0.0,0.0,0.25,28.79,30.24,4.6,14.0,6.9,2012,2,9,1805,0723,RA DZ BR HZ
40,14,2012-02-10,41.0,26.0,34.0,7.0,25.0,30.0,31.0,0.0,0.0,0.0,28.86,30.26,15.1,35.0,16.1,2012,2,10,1806,0722,FG+ FZFG BR
41,14,2012-02-11,28.0,19.0,24.0,17.0,8.0,19.0,41.0,0.0,0.0,0.0,29.18,30.62,12.9,2.0,13.3,2012,2,11,1807,0721, 
42,14,2012-02-12,36.0,18.0,27.0,15.0,13.0,23.0,38.0,0.0,0.9,0.04,28.94,30.43,9.3,15.0,11.0,2012,2,12,1808,0720,SN BR
43,14,2012-02-13,38.0,27.0,33.0,9.0,30.0,32.0,32.0,0.0,0.9,0.03,28.48,29.93,14.8,18.0,15.1,2012,2,13,1809,0719,FZDZ SN BR
44,14,2012-02-14,51.0,24.0,38.0,4.0,35.0,36.0,27.0,0.0,0.0,0.01,28.5,29.91,6.3,17.0,7.0,2012,2,14,1810,0718,DZ FG+ FG FZFG BR
45,14,2012-02-15,67.0,42.0,55.0,13.0,42.0,47.0,10.0,0.0,0.0,0.11,28.53,29.89,5.0,23.0,14.5,2012,2,15,1811,0717,DZ FG+ BR
46,14,2012-02-16,57.0,38.0,48.0,5.0,35.0,42.0,17.0,0.0,0.0,0.11490889603429796,28.82,30.21,8.3,2.0,10.2,2012,2,16,1812,0716,HZ
47,14,2012-02-17,57.0,39.0,48.0,5.0,39.0,44.0,17.0,0.0,0.0,0.01,28.7,30.1,1.3,7.0,4.9,2012,2,17,1813,0715,RA BR HZ
48,14,2012-02-18,47.0,39.0,43.0,0.0,40.0,42.0,22.0,0.0,0.0,0.17,28.66,30.05,11.7,1.0,12.3,2012,2,18,1814,0714,RA DZ BR HZ
49,14,2012-02-19,56.0,31.0,44.0,1.0,35.0,40.0,21.0,0.0,0.0,0.0,28.63,30.05,3.0,15.0,7.0,2012,2,19,1815,0713, 
50,14,2012-02-20,60.0,39.0,50.0,6.0,36.0,42.0,15.0,0.0,0.0,0.02,28.51,29.9,12.8,21.0,18.5,2012,2,20,1816,0711,TSRA RA BR
51,14,2012-02-21,67.0,27.0,47.0,3.0,25.0,39.0,18.0,0.0,0.0,0.0,28.54,29.96,7.1,22.0,10.8,2012,2,21,1817,0710, 
52,14,2012-02-22,74.0,34.0,54.0,10.0,31.0,43.0,11.0,0.0,0.0,0.0,28.22,29.64,2.3,20.0,5.1,2012,2,22,1818,0709, 
53,14,2012-02-23,64.0,46.0,55.0,10.0,32.0,44.0,10.0,0.0,0.0,0.0,28.23,29.54,12.6,33.0,18.8,2012,2,23,1819,0708, 
54,14,2012-02-24,54.0,32.0,43.0,2.0,22.0,35.0,22.0,0.0,0.0,0.0,28.84,30.19,7.8,32.0,9.7,2012,2,24,1820,0707, 
55,14,2012-02-25,63.0,26.0,45.0,0.0,20.0,37.0,20.0,0.0,0.0,0.0,28.76,30.17,13.6,19.0,14.7,2012,2,25,1821,0705, 
56,14,2012-02-26,63.0,41.0,52.0,7.0,31.0,43.0,13.0,0.0,0.0,0.0,28.65,30.03,11.9,19.0,13.9,2012,2,26,1822,0704, 
57,14,2012-02-27,63.0,49.0,56.0,11.0,33.0,46.0,9.0,0.0,0.0,0.0,28.84,30.23,9.0,8.0,12.2,2012,2,27,1823,0703, 
58,14,2012-02-28,69.0,52.0,61.0,15.0,51.0,55.0,4.0,0.0,0.0,0.01,28.49,29.88,14.7,17.0,17.8,2012,2,28,1824,0702,BR HZ
59,14,2012-02-29,67.0,37.0,52.0,6.0,27.0,42.0,13.0,0.0,0.0,0.0,28.54,29.93,3.2,26.0,6.9,2012,2,29,1823,0657, 
60,14,2012-03-01,78.0,37.0,58.0,12.0,31.0,46.0,7.0,0.0,0.0,0.0,28.25,29.64,11.6,19.0,12.4,2012,3,1,1825,0700, 
61,14,2012-03-02,64.0,40.0,52.0,5.0,28.0,40.0,13.0,0.0,0.0,0.0,28.46,29.79,13.3,34.0,15.9,2012,3,2,1826,0659, 
62,14,2012-03-03,55.0,34.0,45.0,2.0,20.0,36.0,20.0,0.0,0.0,0.0,28.69,30.05,6.7,32.0,8.0,2012,3,3,1826,0658, 
63,14,2012-03-04,71.0,29.0,50.0,3.0,23.0,40.0,15.0,0.0,0.0,0.0,28.71,30.08,7.1,26.0,8.6,2012,3,4,1827,0656, 
64,14,2012-03-05,75.0,42.0,59.0,11.0,30.0,45.0,6.0,0.0,0.0,0.0,28.77,30.17,10.0,16.0,14.4,2012,3,5,1828,0655, 
65,14,2012-03-06,69.0,54.0,62.0,14.0,44.0,52.0,3.0,0.0,0.0,0.0,28.52,29.91,26.0,18.0,26.1,2012,3,6,1829,0654, 
66,14,2012-03-07,73.0,61.0,67.0,19.0,55.0,59.0,0.0,2.0,0.0,0.0,28.46,29.83,22.9,17.0,23.2,2012,3,7,1830,0652, 
67,14,2012-03-08,65.0,36.0,51.0,2.0,35.0,39.0,14.0,0.0,0.019621513944223106,0.49,28.92,30.25,17.5,1.0,19.1,2012,3,8,1831,0651,TSRA RA BR
68,14,2012-03-09,62.0,33.0,48.0,1.0,25.0,39.0,17.0,0.0,0.0,0.0,29.05,30.44,8.3,5.0,9.6,2012,3,9,1832,0650, 
69,14,2012-03-10,61.0,39.0,50.0,1.0,33.0,42.0,15.0,0.0,0.0,0.21,28.82,30.25,9.2,15.0,9.4,2012,3,10,1833,0648,RA BR
70,14,2012-03-11,59.0,45.0,52.0,3.0,45.0,47.0,13.0,0.0,0.0,0.65,28.51,29.93,12.5,17.0,13.4,2012,3,11,1833,0647,RA BR
71,14,2012-03-12,76.0,50.0,63.0,13.0,44.0,52.0,2.0,0.0,0.0,0.0,28.53,29.9,10.6,19.0,11.4,2012,3,12,1834,0646, 
72,14,2012-03-13,80.0,51.0,66.0,16.0,54.0,59.0,0.0,1.0,0.0,0.0,28.59,29.95,14.9,18.0,15.2,2012,3,13,1835,0644,BR
73,14,2012-03-14,75.0,64.0,70.0,20.0,62.0,64.0,0.0,5.0,0.0,0.0,28.62,29.98,17.6,18.0,17.8,2012,3,14,1836,0643, 
74,14,2012-03-15,80.0,65.0,73.0,22.0,62.0,65.0,0.0,8.0,0.0,0.0,28.63,29.98,16.7,19.0,16.9,2012,3,15,1837,0641, 
75,14,2012-03-16,77.0,60.0,69.0,18.0,61.0,64.0,0.0,4.0,0.0,0.0,28.58,29.95,14.5,18.0,14.7,2012,3,16,1838,0640,BR
76,14,2012-03-17,76.0,65.0,71.0,20.0,61.0,64.0,0.0,6.0,0.0,0.11490889603429796,28.51,29.86,20.5,18.0,20.8,2012,3,17,1839,0639, 
77,14,2012-03-18,73.0,63.0,68.0,16.0,61.0,63.0,0.0,3.0,0.0,0.11490889603429796,28.44,29.81,18.6,17.0,18.7,2012,3,18,1839,0637,RA DZ
78,14,2012-03-19,69.0,53.0,61.0,9.0,55.0,56.0,4.0,0.0,0.0,3.02,28.33,29.69,5.6,14.0,9.9,2012,3,19,1840,0636,TSRA RA FG BR
79,14,2012-03-20,62.0,48.0,55.0,3.0,48.0,52.0,10.0,0.0,0.0,0.16,28.38,29.74,5.0,16.0,9.7,2012,3,20,1841,0634,RA BR
80,14,2012-03-21,65.0,44.0,55.0,3.0,44.0,48.0,10.0,0.0,0.0,0.5,28.41,29.77,1.0,3.0,6.2,2012,3,21,1842,0633,TSRA RA FG+ BR
81,14,2012-03-22,56.0,45.0,51.0,2.0,43.0,46.0,14.0,0.0,0.0,0.11490889603429796,28.46,29.82,3.7,22.0,7.3,2012,3,22,1843,0632,RA
82,14,2012-03-23,69.0,42.0,56.0,3.0,43.0,50.0,9.0,0.0,0.0,0.0,28.59,29.96,5.3,30.0,8.1,2012,3,23,1844,0630, 
83,14,2012-03-24,78.0,47.0,63.0,10.0,49.0,54.0,2.0,0.0,0.0,0.0,28.64,30.0,3.1,18.0,3.3,2012,3,24,1844,0629, 
84,14,2012-03-25,79.0,49.0,64.0,10.0,53.0,58.0,1.0,0.0,0.0,0.0,28.66,30.02,5.9,15.0,6.3,2012,3,25,1845,0627, 
85,14,2012-03-26,80.0,55.0,68.0,14.0,54.0,60.0,0.0,3.0,0.0,0.0,28.59,29.96,11.4,18.0,11.9,2012,3,26,1846,0626, 
86,14,2012-03-27,79.0,58.0,69.0,15.0,55.0,60.0,0.0,4.0,0.0,0.0,28.56,29.92,14.4,18.0,14.8,2012,3,27,1847,0624, 
87,14,2012-03-28,78.0,57.0,68.0,13.0,60.0,64.0,0.0,3.0,0.0,0.0,28.53,29.9,14.9,17.0,15.0,2012,3,28,1848,0623, 
88,14,2012-03-29,79.0,60.0,70.0,15.0,60.0,63.0,0.0,5.0,0.0,0.0,28.46,29.81,11.4,18.0,12.3,2012,3,29,1848,0622,BR
89,14,2012-03-30,80.0,59.0,70.0,15.0,60.0,63.0,0.0,5.0,0.0,0.0,28.43,29.78,5.2,17.0,6.9,2012,3,30,1849,0620,BR
90,14,2012-03-31,83.0,58.0,71.0,15.0,62.0,65.0,0.0,6.0,0.0,0.0,28.41,29.78,4.8,16.0,5.5,2012,3,31,1850,0619,FG+ BR HZ
91,14,2012-04-01,88.0,64.0,76.0,20.0,61.0,67.0,0.0,11.0,0.0,0.0,28.23,29.58,16.7,18.0,16.9,2012,4,1,1851,0617,BR
92,14,2012-04-02,83.0,59.0,71.0,15.0,61.0,65.0,0.0,6.0,0.0,0.03,28.3,29.6,16.3,17.0,17.5,2012,4,2,1852,0616,TSRA
93,14,2012-04-03,65.0,55.0,60.0,4.0,56.0,58.0,5.0,0.0,0.0,0.8,28.43,29.99105882352942,5.0,1.0,9.8,2012,4,3,1853,0615,TSRA RA BR
94,14,2012-04-04,65.0,49.0,57.0,0.0,48.0,52.0,8.0,0.0,0.0,0.11490889603429796,28.43,29.79,8.8,27.0,10.2,2012,4,4,1853,0613,BR
95,14,2012-04-05,65.0,48.0,57.0,0.0,51.0,54.0,8.0,0.0,0.0,0.0,28.53,29.88,7.8,34.0,8.9,2012,4,5,1854,0612, 
96,14,2012-04-06,70.0,49.0,60.0,3.0,52.0,54.0,5.0,0.0,0.0,0.0,28.63,30.0,6.9,12.0,8.4,2012,4,6,1855,0610,BR
