,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,8,2012-01-01,66,45,M,M,34,46,M,M,-,-,RA BR,M,0.00,30.05,M,11.0,36,10.9,2012,1,1
1,8,2012-01-02,59,36,M,M,29,40,M,M,-,-, ,M,0.00,30.25,M, 6.2,36,6.7,2012,1,2
2,8,2012-01-03,61,30,M,M,28,38,M,M,-,-, ,M,0.00,30.12,M, 3.9,16,3.9,2012,1,3
3,8,2012-01-04,72,37,M,M,45,49,M,M,-,-, ,M,0.00,29.90,M, 1.4,24,2.6,2012,1,4
4,8,2012-01-05,70,46,M,M,46,52,M,M,-,-, ,M,0.00,29.87,M, 0.9,33,1.0,2012,1,5
5,8,2012-01-06,73,57,M,M,53,58,M,M,-,-,BR HZ,M,0.00,29.65,M, 7.7,20,8.0,2012,1,6
6,8,2012-01-07,68,54,M,M,51,54,M,M,-,-,FG+ FG BR,M,0.00,29.63,M, 0.4,31,1.7,2012,1,7
7,8,2012-01-08,72,52,M,M,55,58,M,M,-,-,RA BR HZ,M,0.03,29.64,M, 1.1,36,1.2,2012,1,8
8,8,2012-01-09,68,48,M,M,50,52,M,M,-,-,TSRA RA DZ BR VCTS,M,0.62,29.60,M, 8.4,34,9.4,2012,1,9
9,8,2012-01-10,59,41,M,M,38,44,M,M,-,-, ,M,0.00,29.60,M, 7.4,30,8.1,2012,1,10
10,8,2012-01-11,72,41,M,M,36,47,M,M,-,-, ,M,0.00,29.45,M, 6.4,25,8.9,2012,1,11
11,8,2012-01-12,54,32,M,M,20,34,M,M,-,-, ,M,0.00,29.83,M,12.1,34,13.0,2012,1,12
12,8,2012-01-13,55,30,M,M,26,36,M,M,-,-, ,M,0.00,29.94,M, 1.6,23,2.4,2012,1,13
13,8,2012-01-14,63,30,M,M,30,39,M,M,-,-, ,M,0.00,29.99,M, 4.0,22,4.6,2012,1,14
14,8,2012-01-15,64,34,M,M,45,49,M,M,-,-, ,M,0.00,29.91,M, 5.6,17,5.9,2012,1,15
