,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,1,2012-01-01,52,31,42,M,36,40,23, 0,-,-,RA FZFG BR,M,0.05,29.78,29.92, 3.6,20,4.6,2012,1,1
1,1,2012-01-02,50,31,41,M,26,35,24, 0,-,-, ,M,0.01,29.44,29.62, 9.8,24,10.3,2012,1,2
2,1,2012-01-03,32,11,22,M,4,18,43, 0,-,-, ,M,0.00,29.67,29.87,10.8,31,11.6,2012,1,3
3,1,2012-01-04,28,9,19,M,-1,14,46, 0,-,-, ,M,0.00,29.86,30.03, 6.3,27,8.3,2012,1,4
4,1,2012-01-05,38,25,32,M,13,25,33, 0,-,-, ,M,0.00,29.67,29.84, 6.9,25,7.8,2012,1,5
5,1,2012-01-06,46,25,36,M,21,29,29, 0,-,-,SN,M,  T,29.68,29.84, 0.3,01,2.4,2012,1,6
6,1,2012-01-07,57,28,43,M,28,36,22, 0,-,-, ,M,0.00,29.57,29.76, 3.0,26,3.6,2012,1,7
7,1,2012-01-08,45,27,36,M,22,32,29, 0,-,-, ,M,0.00,29.90,30.11, 5.1,30,6.6,2012,1,8
8,1,2012-01-09,39,23,31,M,12,25,34, 0,-,-, ,M,0.00,30.06,30.20, 2.3,23,4.0,2012,1,9
9,1,2012-01-10,47,29,38,M,24,32,27, 0,-,-, ,M,  T,29.69,29.86, 5.4,25,6.5,2012,1,10
10,1,2012-01-11,39,24,32,M,21,29,33, 0,-,-, ,M,0.00,29.91,30.10, 3.4,07,4.2,2012,1,11
11,1,2012-01-12,40,31,36,M,31,34,29, 0,-,-,RA SN BR,M,0.69,29.62,29.74,10.7,05,12.3,2012,1,12
12,1,2012-01-13,50,30,40,M,27,32,25, 0,-,-,RA FZRA FG+ FG BR UP,M,0.02,29.24,29.41, 8.7,24,12.7,2012,1,13
13,1,2012-01-14,35,14,25,M,12,23,40, 0,-,-, ,M,0.00,29.58,29.81,11.1,28,12.5,2012,1,14
14,1,2012-01-15,16,4,10,M,-5,7,55, 0,-,-, ,M,0.00,30.09,30.31,11.2,31,11.6,2012,1,15
15,1,2012-01-16,32,8,20,M,3,17,45, 0,-,-,SN BR,M,0.05,30.29,30.43, 5.1,23,7.1,2012,1,16
16,1,2012-01-17,46,32,39,M,34,37,26, 0,-,-,RA SN BR HZ,M,0.09,29.72,29.82, 4.9,21,5.9,2012,1,17
17,1,2012-01-18,50,19,35,M,15,29,30, 0,-,-,RA,M,  T,29.55,29.79,13.7,29,15.9,2012,1,18
18,1,2012-01-19,31,13,22,M,11,20,43, 0,-,-,SN BR,M,0.02,30.03,30.18, 1.4,04,2.9,2012,1,19
19,1,2012-01-20,31,19,25,M,12,23,40, 0,-,-,SN BR,M,0.08,29.90,30.11, 6.0,29,6.7,2012,1,20
20,1,2012-01-21,20,13,17,M,9,16,48, 0,-,-,SN,M,0.12,30.08,30.26, 5.9,01,6.0,2012,1,21
21,1,2012-01-22,28,7,18,M,12,18,47, 0,-,-, ,M,  T,30.34,30.54, 3.4,04,3.7,2012,1,22
22,1,2012-01-23,48,27,38,M,30,34,27, 0,-,-,RA BR,M,0.12,30.15,30.25, 0.8,07,2.2,2012,1,23
23,1,2012-01-24,55,41,48,M,39,44,17, 0,-,-,BR,M,  T,29.73,29.92, 6.8,25,8.3,2012,1,24
24,1,2012-01-25,42,35,39,M,23,32,26, 0,-,-, ,M,0.00,29.97,30.15, 8.2,28,8.7,2012,1,25
25,1,2012-01-26,43,32,38,M,23,31,27, 0,-,-,RA FZRA SN BR UP,M,0.15,30.00,30.16, 1.7,35,4.2,2012,1,26
