,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
0,9,2012-01-01,34,19,27,M,17,23,38, 0,-,-,UP,M,  T,29.34,30.09,22.8,30,22.5,2012,1,1
1,9,2012-01-02,21,11,16,M,8,15,49, 0,-,-,SN UP,M,  T,29.67,30.44,14.4,32,14.7,2012,1,2
2,9,2012-01-03,28,10,19,M,11,18,46, 0,-,-, ,M,0.00,29.26,30.12, 8.9,16,9.2,2012,1,3
3,9,2012-01-04,39,20,30,M,22,26,35, 0,-,-,BR,M,0.00,29.26,30.06, 2.8,28,5.2,2012,1,4
4,9,2012-01-05,46,21,34,M,28,32,31, 0,-,-,BR,0.0,0.00,28.95,29.73, 0.9,17,2.1,2012,1,5
5,9,2012-01-06,47,34,41,M,28,36,24, 0,-,-, ,0.0,0.00,29.00,29.75, 9.3,28,9.5,2012,1,6
6,9,2012-01-07,38,22,30,M,21,26,35, 0,-,-, ,M,0.00,29.36,30.11, 5.3,30,7.4,2012,1,7
7,9,2012-01-08,41,19,30,M,23,27,35, 0,-,-,BR,M,0.00,29.42,30.22, 1.1,19,1.9,2012,1,8
8,9,2012-01-09,49,27,38,M,25,33,27, 0,-,-, ,M,0.00,29.17,29.96, 6.8,25,7.5,2012,1,9
9,9,2012-01-10,54,24,39,M,29,34,26, 0,-,-,BR,M,0.00,29.00,29.82, 2.5,17,3.6,2012,1,10
10,9,2012-01-11,38,14,26,M,22,25,39, 0,-,-,SN BR,M,  T,28.99,29.76,13.0,32,14.1,2012,1,11
11,9,2012-01-12,16,11,14,M,5,12,51, 0,-,-,SN,M,  T,29.08,29.86,18.0,33,18.2,2012,1,12
12,9,2012-01-13,14,8,11,M,4,10,54, 0,-,-,SN,M,  T,29.23,30.02, 6.0,32,7.6,2012,1,13
13,9,2012-01-14,21,6,14,M,9,13,51, 0,-,-,SN BR HZ,M,0.01,29.31,30.10, 4.7,14,5.3,2012,1,14
14,9,2012-01-15,38,18,28,M,21,26,37, 0,-,-,BR,M,0.00,29.11,29.93,11.2,14,11.3,2012,1,15
15,9,2012-01-16,32,20,26,M,18,24,39, 0,-,-, ,M,0.00,29.10,29.88, 9.8,34,10.4,2012,1,16
16,9,2012-01-17,20,5,13,M,3,11,52, 0,-,-,SN,M,  T,29.41,30.18,12.6,32,13.5,2012,1,17
17,9,2012-01-18,26,-1,13,M,4,11,52, 0,-,-,SN,M,  T,29.13,29.95, 6.6,21,13.8,2012,1,18
18,9,2012-01-19,4,-11,-3,M,-15,-4,68, 0,-,-, ,M,0.00,29.39,30.21, 7.8,30,8.6,2012,1,19
19,9,2012-01-20,11,-1,5,M,-1,4,60, 0,-,-,SN,M,0.01,29.43,30.23, 1.0,14,2.9,2012,1,20
20,9,2012-01-21,23,-2,11,M,4,9,54, 0,-,-,BR,M,0.00,29.28,30.13, 9.3,15,9.4,2012,1,21
21,9,2012-01-22,27,21,24,M,21,23,41, 0,-,-,BR,M,0.00,28.84,29.65, 7.1,13,8.6,2012,1,22
22,9,2012-01-23,28,21,25,M,19,23,40, 0,-,-,SN BR HZ,M,0.05,28.95,29.71,13.2,30,13.8,2012,1,23
23,9,2012-01-24,24,13,19,M,16,20,46, 0,-,-,SN BR HZ,M,  T,29.46,30.21, 3.6,27,5.7,2012,1,24
24,9,2012-01-25,33,23,28,M,24,27,37, 0,-,-,SN BR HZ,M,  T,29.28,30.10, 8.4,16,8.8,2012,1,25
25,9,2012-01-26,40,22,31,M,24,28,34, 0,-,-,BR,M,0.00,29.00,29.79, 3.8,28,8.2,2012,1,26
26,9,2012-01-27,36,17,27,M,22,26,38, 0,-,-,SN BR UP HZ,M,0.02,29.07,29.84, 4.7,26,9.9,2012,1,27
27,9,2012-01-28,28,19,24,M,15,21,41, 0,-,-,SN BR,M,  T,29.21,29.98, 9.9,27,10.2,2012,1,28
28,9,2012-01-29,23,13,18,M,8,16,47, 0,-,-, ,M,  T,29.34,30.14, 4.5,29,8.8,2012,1,29
29,9,2012-01-30,42,20,31,M,23,28,34, 0,-,-, ,M,  T,28.92,29.75, 7.5,14,7.6,2012,1,30
30,9,2012-01-31,48,26,37,M,29,33,28, 0,-,-,BR,M,0.00,29.01,29.76, 6.9,28,7.6,2012,1,31
31,9,2012-02-01,34,31,33,M,31,32,32, 0,-,-,BR,M,0.00,29.34,30.11, 3.5,20,5.8,2012,2,1
32,9,2012-02-02,36,32,34,M,31,32,31, 0,-,-,BR HZ,M,0.00,29.54,30.30, 1.4,11,2.1,2012,2,2
33,9,2012-02-03,34,25,30,M,28,30,35, 0,-,-,BR HZ,M,0.00,29.70,30.49, 4.1,06,4.9,2012,2,3
34,9,2012-02-04,36,23,30,M,26,27,35, 0,-,-,BR,M,0.00,29.60,30.41, 5.5,32,5.8,2012,2,4
35,9,2012-02-05,30,24,27,M,25,27,38, 0,-,-,BR HZ,M,0.00,29.53,30.35, 4.8,26,6.2,2012,2,5
36,9,2012-02-06,46,23,35,M,26,31,30, 0,-,-,BR,M,0.00,29.39,30.16, 2.8,32,6.5,2012,2,6
37,9,2012-02-07,32,16,24,M,14,22,41, 0,-,-, ,M,0.00,29.72,30.50, 9.1,36,9.5,2012,2,7
38,9,2012-02-08,32,11,22,M,2,18,43, 0,-,-, ,M,0.00,29.59,30.41, 2.5,27,3.5,2012,2,8
39,9,2012-02-09,38,17,28,M,16,24,37, 0,-,-, ,M,0.00,29.26,30.08, 4.9,24,7.3,2012,2,9
40,9,2012-02-10,29,7,18,M,-3,10,47, 0,-,-,SN UP,M,  T,29.59,30.35,17.1,34,17.4,2012,2,10
41,9,2012-02-11,21,2,12,M,-7,8,53, 0,-,-, ,M,0.00,29.77,30.57,14.4,30,14.7,2012,2,11
42,9,2012-02-12,31,7,19,M,0,14,46, 0,-,-, ,0.0,0.00,29.50,30.35, 4.2,24,6.3,2012,2,12
43,9,2012-02-13,32,15,24,M,17,22,41, 0,-,-,SN BR HZ,M,0.02,29.08,29.92, 5.6,16,5.8,2012,2,13
44,9,2012-02-14,33,22,28,M,24,27,37, 0,-,-,SN BR HZ,M,  T,29.00,29.79, 5.3,16,6.2,2012,2,14
45,9,2012-02-15,36,19,28,M,26,29,37, 0,-,-,SN BR UP HZ,M,  T,29.20,29.96, 1.0,19,2.1,2012,2,15
46,9,2012-02-16,40,23,32,M,21,28,33, 0,-,-, ,M,0.00,29.29,30.07, 5.7,27,6.2,2012,2,16
47,9,2012-02-17,43,24,34,M,22,29,31, 0,-,-, ,M,0.00,29.28,30.05, 5.8,31,8.5,2012,2,17
48,9,2012-02-18,37,18,28,M,16,23,37, 0,-,-, ,M,0.00,29.44,30.22, 1.6,28,4.1,2012,2,18
49,9,2012-02-19,45,19,32,M,20,27,33, 0,-,-, ,M,0.00,29.34,30.13, 6.5,16,7.0,2012,2,19
50,9,2012-02-20,44,27,36,M,M,M,29, 0,-,-,SN,M,0.14,29.12,M,13.7,14,13.8,2012,2,20
51,9,2012-02-21,36,30,33,M,27,31,32, 0,-,-,SN BR,M,0.05,28.79,29.59,10.4,25,13.0,2012,2,21
52,9,2012-02-22,35,21,28,M,21,26,37, 0,-,-, ,M,0.00,28.71,29.49, 3.8,27,4.7,2012,2,22
53,9,2012-02-23,39,27,33,M,23,29,32, 0,-,-,HZ,M,0.00,28.84,29.59, 3.1,01,4.8,2012,2,23
54,9,2012-02-24,29,15,22,M,15,22,43, 0,-,-,SN BR UP,M,  T,29.15,29.88,14.0,31,14.4,2012,2,24
55,9,2012-02-25,29,12,21,M,11,18,44, 0,-,-,SN,M,  T,29.39,30.18, 1.7,26,7.2,2012,2,25
56,9,2012-02-26,40,26,33,M,20,27,32, 0,-,-,SN,M,  T,29.05,29.84, 8.5,18,16.3,2012,2,26
57,9,2012-02-27,31,22,27,M,16,23,38, 0,-,-,SN,M,  T,29.59,30.35, 7.3,28,9.4,2012,2,27
58,9,2012-02-28,34,25,30,M,24,29,35, 0,-,-,RA FZRA SN BR UP,M,0.56,29.23,30.09, 9.1,12,10.1,2012,2,28
59,9,2012-02-29,36,32,34,M,30,32,31, 0,-,-,RA SN BR,M,0.58,28.69,29.49, 5.9,04,10.4,2012,2,29
60,9,2012-03-01,37,31,34,M,28,31,31, 0,-,-,SN BR,M,0.06,29.01,29.79, 1.7,27,4.6,2012,3,1
61,9,2012-03-02,37,28,33,M,26,30,32, 0,-,-,SN BR HZ,M,  T,28.92,29.68, 6.5,26,8.0,2012,3,2
62,9,2012-03-03,29,18,24,M,16,21,41, 0,-,-,SN BR,M,  T,29.02,29.78,13.8,28,14.0,2012,3,3
63,9,2012-03-04,30,10,20,M,11,18,45, 0,-,-, ,M,0.00,29.21,29.97, 5.6,30,6.2,2012,3,4
64,9,2012-03-05,36,16,26,M,20,24,39, 0,-,-,BR,M,0.00,29.30,30.10, 8.5,16,10.3,2012,3,5
65,9,2012-03-06,59,31,45,M,33,38,20, 0,-,-, ,M,0.00,28.87,29.67, 7.1,15,7.8,2012,3,6
66,9,2012-03-07,50,28,39,M,34,37,26, 0,-,-,RA BR HZ,M,0.01,28.97,29.71, 7.4,30,9.3,2012,3,7
67,9,2012-03-08,37,22,30,M,17,26,35, 0,-,-,SN BR,M,  T,29.44,30.17,14.0,29,15.1,2012,3,8
68,9,2012-03-09,34,15,25,M,9,21,40, 0,-,-, ,M,0.00,29.64,30.46, 1.7,16,9.8,2012,3,9
69,9,2012-03-10,66,33,50,M,27,40,15, 0,-,-, ,M,0.00,29.18,29.98, 7.5,19,10.3,2012,3,10
70,9,2012-03-11,67,40,54,M,33,44,11, 0,-,-,RA,M,0.01,29.14,29.93, 8.8,16,9.8,2012,3,11
71,9,2012-03-12,53,44,49,M,44,47,16, 0,-,-,RA BR,M,0.42,28.96,29.71, 5.4,22,7.7,2012,3,12
72,9,2012-03-13,66,32,49,M,37,43,16, 0,-,-,BR HZ,M,0.00,29.18,29.95, 5.0,14,5.6,2012,3,13
73,9,2012-03-14,73,47,60,M,43,50,5, 0,-,-, ,M,0.00,29.05,29.81, 2.0,17,5.5,2012,3,14
74,9,2012-03-15,64,40,52,M,30,42,13, 0,-,-, ,M,0.00,29.23,29.99, 2.8,35,3.7,2012,3,15
75,9,2012-03-16,80,42,61,M,48,54,4, 0,-,-, ,M,0.00,29.10,29.87, 6.0,16,6.5,2012,3,16
76,9,2012-03-17,81,56,69,M,56,61,0, 4,-,-,BR,M,0.00,29.02,29.77,12.3,17,12.7,2012,3,17
77,9,2012-03-18,80,60,70,M,57,62,0, 5,-,-, ,M,0.00,28.98,29.74,14.4,16,14.4,2012,3,18
78,9,2012-03-19,80,61,71,M,58,62,0, 6,-,-,TSRA RA,M,0.89,28.94,29.69,12.8,15,13.4,2012,3,19
79,9,2012-03-20,65,55,60,M,54,57,5, 0,-,-,RA BR,M,  T,29.10,29.84, 3.2,20,5.5,2012,3,20
80,9,2012-03-21,67,54,61,M,55,57,4, 0,-,-,RA BR,M,0.02,29.24,29.97, 2.2,21,4.7,2012,3,21
81,9,2012-03-22,69,57,63,M,57,59,2, 0,-,-,RA BR,M,0.32,29.24,30.01, 3.7,09,4.9,2012,3,22
82,9,2012-03-23,73,57,65,M,56,59,0, 0,-,-,BR,M,  T,29.15,29.91, 1.2,09,2.2,2012,3,23
83,9,2012-03-24,70,51,61,M,52,56,4, 0,-,-,BR,M,0.00,29.21,29.95, 5.4,33,5.8,2012,3,24
84,9,2012-03-25,58,39,49,M,32,42,16, 0,-,-, ,M,0.00,29.42,30.17, 8.6,01,10.6,2012,3,25
85,9,2012-03-26,47,37,42,M,27,36,23, 0,-,-,RA,M,0.03,29.37,30.18,16.3,12,17.1,2012,3,26
86,9,2012-03-27,70,44,57,M,39,47,8, 0,-,-,RA,M,  T,28.95,29.73,11.1,22,19.2,2012,3,27
87,9,2012-03-28,55,40,48,M,34,41,17, 0,-,-, ,M,0.00,29.26,30.00, 8.7,31,9.5,2012,3,28
88,9,2012-03-29,60,39,50,M,36,43,15, 0,-,-,RA,M,0.19,29.19,29.97, 9.7,11,9.9,2012,3,29
89,9,2012-03-30,51,39,45,M,39,42,20, 0,-,-,HZ,M,0.00,29.08,29.86, 5.8,12,6.3,2012,3,30
90,9,2012-03-31,51,42,47,M,42,45,18, 0,-,-,BR HZ,M,0.00,29.03,29.82, 9.8,14,10.1,2012,3,31
91,9,2012-04-01,67,46,57,M,42,48,8, 0,-,-,BR,M,0.00,28.92,29.68, 9.9,11,9.8,2012,4,1
92,9,2012-04-02,70,49,60,M,41,50,5, 0,-,-,TSRA,M,0.31,29.02,29.75,11.3,11,12.6,2012,4,2
93,9,2012-04-03,64,44,54,M,36,45,11, 0,-,-, ,M,0.01,29.28,30.01, 9.1,01,9.4,2012,4,3
94,9,2012-04-04,63,38,51,M,27,42,14, 0,-,-, ,M,0.00,29.26,30.03, 5.5,06,6.4,2012,4,4
95,9,2012-04-05,59,41,50,M,28,40,15, 0,-,-, ,M,0.00,29.38,30.13, 5.0,08,5.8,2012,4,5
96,9,2012-04-06,61,37,49,M,27,41,16, 0,-,-, ,M,0.00,29.41,30.19, 9.7,14,10.3,2012,4,6
97,9,2012-04-07,57,44,51,M,34,42,14, 0,-,-,RA BR,M,0.13,29.34,30.10, 4.6,21,10.5,2012,4,7
98,9,2012-04-08,63,34,49,M,23,39,16, 0,-,-, ,M,0.00,29.36,30.14, 9.0,29,9.5,2012,4,8
99,9,2012-04-09,49,32,41,M,19,33,24, 0,-,-, ,M,0.00,29.36,30.14,14.2,31,15.0,2012,4,9
100,9,2012-04-10,44,29,37,M,17,29,28, 0,-,-, ,M,0.00,29.48,30.25,11.5,33,11.9,2012,4,10
101,9,2012-04-11,55,27,41,M,22,34,24, 0,-,-, ,M,0.00,29.54,30.32, 2.2,33,3.6,2012,4,11
102,9,2012-04-12,64,33,49,M,27,40,16, 0,-,-,BR,M,0.00,29.34,30.14, 5.5,13,6.0,2012,4,12
103,9,2012-04-13,54,48,51,M,40,46,14, 0,-,-,RA BR,M,0.04,29.07,29.87,15.9,14,16.3,2012,4,13
104,9,2012-04-14,74,44,59,M,46,53,6, 0,-,-,BR,M,  T,28.95,29.75, 4.4,17,7.2,2012,4,14
105,9,2012-04-15,75,49,62,M,55,57,3, 0,-,-,RA BR,M,1.19,28.58,29.38, 4.3,12,9.2,2012,4,15
106,9,2012-04-16,49,34,42,M,32,36,23, 0,-,-,RA SN BR,M,0.22,29.18,29.85,15.2,32,16.0,2012,4,16
107,9,2012-04-17,58,30,44,M,37,43,21, 0,-,-,RA,M,0.10,29.40,30.16, 5.1,14,6.6,2012,4,17
108,9,2012-04-18,65,46,56,M,43,49,9, 0,-,-,RA,M,0.11,29.16,29.92, 7.0,27,11.8,2012,4,18
109,9,2012-04-19,47,40,44,M,34,40,21, 0,-,-,RA,M,0.04,29.24,30.01, 6.6,05,7.3,2012,4,19
110,9,2012-04-20,58,34,46,M,29,39,19, 0,-,-, ,M,0.00,29.28,30.05, 5.2,35,7.4,2012,4,20
111,9,2012-04-21,54,40,47,M,37,42,18, 0,-,-,RA BR,M,0.32,29.21,29.98, 8.4,15,9.7,2012,4,21
112,9,2012-04-22,56,40,48,M,38,43,17, 0,-,-,RA,M,  T,29.42,30.18, 3.0,35,3.9,2012,4,22
113,9,2012-04-23,65,35,50,M,38,45,15, 0,-,-, ,M,0.00,29.24,30.05, 3.1,31,3.6,2012,4,23
114,9,2012-04-24,73,48,61,M,40,50,4, 0,-,-, ,M,0.00,28.90,29.70, 4.1,14,5.1,2012,4,24
115,9,2012-04-25,72,49,61,M,47,53,4, 0,-,-,RA,M,0.16,28.90,29.63, 5.1,11,8.9,2012,4,25
116,9,2012-04-26,56,44,50,M,29,41,15, 0,-,-, ,M,0.00,29.36,30.08, 8.9,03,10.5,2012,4,26
117,9,2012-04-27,57,40,49,M,26,40,16, 0,-,-,RA,M,  T,29.34,30.12,11.4,12,11.8,2012,4,27
118,9,2012-04-28,51,40,46,M,32,39,19, 0,-,-,RA BR,M,0.15,29.39,30.15,10.6,11,11.0,2012,4,28
119,9,2012-04-29,58,44,51,M,40,46,14, 0,-,-,RA,M,0.10,29.36,30.15, 7.9,13,8.2,2012,4,29
120,9,2012-04-30,62,44,53,M,46,49,12, 0,-,-,BR,M,0.00,29.14,29.93, 6.1,15,6.3,2012,4,30
121,9,2012-05-01,74,50,62,M,55,58,3, 0,-,-,RA BR VCTS,M,0.75,28.94,29.70,11.1,15,11.5,2012,5,1
122,9,2012-05-02,80,58,69,M,57,62,0, 4,-,-, ,M,0.08,28.97,29.71, 3.8,16,5.6,2012,5,2
123,9,2012-05-03,79,59,69,M,59,62,0, 4,-,-,TSRA BR,M,0.58,29.07,29.79, 2.8,02,5.7,2012,5,3
124,9,2012-05-04,74,53,64,M,52,57,1, 0,-,-,RA BR,M,0.34,29.21,29.93, 8.8,07,10.7,2012,5,4
125,9,2012-05-05,60,55,58,M,52,54,7, 0,-,-,RA BR,M,0.77,29.21,29.97, 6.5,09,8.3,2012,5,5
126,9,2012-05-06,64,52,58,M,53,55,7, 0,-,-,RA BR VCTS,M,1.10,29.17,29.95, 5.0,03,6.8,2012,5,6
127,9,2012-05-07,67,52,60,M,44,52,5, 0,-,-,BR,M,0.00,29.15,29.92,10.0,29,10.5,2012,5,7
128,9,2012-05-08,58,48,53,M,46,49,12, 0,-,-,RA,M,0.24,29.15,29.90, 3.4,30,4.6,2012,5,8
129,9,2012-05-09,65,45,55,M,41,49,10, 0,-,-, ,M,0.00,29.23,30.00, 2.9,36,4.2,2012,5,9
130,9,2012-05-10,73,46,60,M,44,52,5, 0,-,-,BR,M,0.00,29.13,29.90, 7.9,15,8.0,2012,5,10
131,9,2012-05-11,71,51,61,M,48,54,4, 0,-,-,RA,M,0.06,29.28,29.99, 4.5,31,10.4,2012,5,11
132,9,2012-05-12,70,49,60,M,37,49,5, 0,-,-, ,M,0.00,29.54,30.29, 2.6,34,3.6,2012,5,12
